title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,reading_level_sources,has_level_data,reading_level_estimate,summary_gpt,themes,tone,age_range_llm,reading_level_llm,complexity_analysis,reading_confidence_llm,llm_skipped,skip_reason,enriched_lexile_score,enriched_lexile_source,enriched_lexile_confidence,enrichment_method,enrichment_tier,found,enrichment_date
Wonderstruck,Brian Selznick,https://www.goodreads.com/book/show/10128428-wonderstruck,Wonderstruck,Brian Selznick,https://covers.openlibrary.org/b/id/6906466-L.jpg,https://openlibrary.org/works/OL15936008W,"Expanding upon the genre-breaking form he invented in his trailblazing debut novel, The Invention of Hugo Cabret, Brian Selznick creates another awe-inspiring and multi-layered reading experience. Wonderstruck weaves together two compelling,independent stories, set fifty years apart. Ben's story, which takes place in 1977, is told in words; Rose's story in 1927 is told in pictures. Ever since his mother died, Ben feels lost. At home with her father, Rose feels alone. When Ben finds a mysterious clue hidden in his mother's room, and when a tempting opportunity presents itself to Rose, both children risk everything to find what's missing. Rich, complex, affecting and beautiful, Wonderstruck is a stunning achievement from a uniquely gifted artist and visionary. Includes over 460 pages of original drawings. - Publisher.",Wonderstruck,Brian Selznick,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Wonderstruck weaves together two compelling, independent stories set fifty years apart, one told in words and the other in pictures. Ben and Rose, both feeling lost and alone, risk everything to find what's missing in their lives.","family, loss, discovery",emotional,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:24.502998
Curious George Goes to a Movie,Margret Rey,https://www.goodreads.com/book/show/819045.Curious_George_Goes_to_a_Movie,Curious George goes to a movie,Margret Rey,https://covers.openlibrary.org/b/id/6482456-L.jpg,https://openlibrary.org/works/OL15137074W,"When his curiosity leads him to investigate how the movie gets onto the screen, George, an inquisitive monkey, disrupts the show.",Curious George Goes To A Movie,Margret Rey,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A curious monkey named George causes chaos when he explores how movies are made.,"curiosity, exploration, disruption",playful,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:25.421520
"The Magician's Nephew / The Lion, The Witch and the Wardrobe / The Horse and His Boy (The Chronicles of Narnia Set #1-3)",C.S. Lewis,https://www.goodreads.com/book/show/55792.The_Magician_s_Nephew_The_Lion_The_Witch_and_the_Wardrobe_The_Horse_and_His_Boy,"Tales of Narnia (The Magician's Nephew / The Lion, The Witch and the Wardrobe / The Horse and His Boy)",C.S. Lewis,https://covers.openlibrary.org/b/id/9339197-L.jpg,https://openlibrary.org/works/OL71080W,"Contains:

 1. The Magician's Nephew
 2. [The Lion, The Witch and the Wardrobe](https://openlibrary.org/works/OL71037W)
 3. The Horse and His Boy","The Magician'S Nephew / The Lion, The Witch And The Wardrobe / The Horse And His Boy (The Chronicles Of Narnia Set #1-3)",C.S. Lewis,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A collection of three magical and adventurous tales that follow children on exciting journeys to other worlds.,"magic, adventure, friendship",whimsical,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,False,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:26.386150
Pete the Sheep-Sheep,Jackie French,https://www.goodreads.com/book/show/688105.Pete_the_Sheep_Sheep,Pete the sheep-sheep,Jackie French,https://covers.openlibrary.org/b/id/394924-L.jpg,https://openlibrary.org/works/OL3514262W,"The sheep-shearers in Shaggy Gully all have a sheep dog, but the new guy Shaun uses an extremely polite sheep named Pete.",Pete The Sheep-Sheep,Jackie French,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","In a town where sheep-shearers have sheep dogs, a new shearer named Shaun uses a polite sheep named Pete.","friendship, individuality, kindness",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:27.270336
A Child's Christmas in Wales,Dylan Thomas,https://www.goodreads.com/book/show/563820.A_Child_s_Christmas_in_Wales,A Child's Christmas in Wales,Dylan Thomas,https://covers.openlibrary.org/b/id/2646457-L.jpg,https://openlibrary.org/works/OL1358801W,A Welsh poet recalls the celebration of Christmas in Wales and the feelings it evoked in him as a child.,A Child'S Christmas In Wales,Dylan Thomas,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.8, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.8, ""source"": ""llm_analysis""}",A recollection of a Welsh poet's childhood Christmas in Wales and the emotions it stirred.,"nostalgia, tradition, childhood, celebration",nostalgic,6-8,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.8,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:28.174784
"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",Lemony Snicket,https://www.goodreads.com/book/show/324277.The_Carnivorous_Carnival,The Carnivorous Carnival,Lemony Snicket,https://covers.openlibrary.org/b/id/6793899-L.jpg,https://openlibrary.org/works/OL15104132W,"Dear reader,

The word ""carnivorous,"" which appears in the title of this book, means ""meat-eating,"" and once you have read such a bloodthirsty word, there is no reason to read any further. This carnivorous volume contains such a distressing story that consuming any of its contents would be far more stomach-turning than even the most imbalanced meal.

To avoid causing discomfort, it would be best if I didn't mention any of the unnerving ingredients of this story, particularly a confusing map, an ambidextrous person, an unruly crowd, a wooden plank, and Chabo the Wolf Baby.

Sadly for me, my time is filled with researching and recording the displeasing and disenchanting lives of the Baudelaire orphans. But your time might be better filled with something more palatable, such as eating your vegetables, or feeding them to someone else.

With all due respect,
Lemony Snicket","The Carnivorous Carnival (A Series Of Unfortunate Events, #9)",Lemony Snicket,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A distressing and unsettling story about the Baudelaire orphans, filled with unnerving ingredients and disturbing events.","unfortunate events, mystery, survival",dark,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:29.094459
"Rainbow Valley (Anne of Green Gables, #7)",L.M. Montgomery,https://www.goodreads.com/book/show/77395.Rainbow_Valley,Rainbow Valley,Lucy Maud Montgomery,https://covers.openlibrary.org/b/id/14641168-L.jpg,https://openlibrary.org/works/OL77756W,"The grown-up Anne of Green Gables, her husband, and their six children live in a special hideaway known as Rainbow Valley. Anne's children and the children of the widowed minister, Mr. Meredith, become close friends.","Rainbow Valley (Anne Of Green Gables, #7)",L.M. Montgomery,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A story about the adventures of Anne of Green Gables and her family in Rainbow Valley, where her children bond with the minister's children.","friendship, family, adventure, community",wholesome,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:30.074238
"Catwings (Catwings, #1)",Ursula K. Le Guin,https://www.goodreads.com/book/show/13664.Catwings,Catwings,Ursula K. Le Guin,https://covers.openlibrary.org/b/id/4995583-L.jpg,https://openlibrary.org/works/OL59844W,"Mrs. Jane Tabby could not explain why all four of her children had wings.  But it meant that her dreams for her kittens would some day come true.  Thelma, Harriet, Roger, and James could fly away from the dangerous city slum and find a safer place to live.  That day came.  But who could have known what the four kittens would find in the woods...?","Catwings (Catwings, #1)",Ursula K. Le Guin,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A mother cat's four kittens are born with wings, allowing them to escape their dangerous city home and find a new life in the woods.","freedom, family, adventure",whimsical,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:30.980044
Mr. Putter & Tabby Make a Wish,Cynthia Rylant,https://www.goodreads.com/book/show/847395.Mr_Putter_Tabby_Make_a_Wish,Mr. Putter & Tabby make a wish,Cynthia Rylant,https://covers.openlibrary.org/b/id/113397-L.jpg,https://openlibrary.org/works/OL64060W,"Mr. Putter thinks he is too old to celebrate his birthday, but when he remembers some of his past birthdays, he changes his mind.",Mr. Putter & Tabby Make A Wish,Cynthia Rylant,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","An elderly man, Mr. Putter, initially feels too old to celebrate his birthday but changes his mind after reminiscing about past birthdays.","aging, celebration, memories",heartwarming,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:31.975015
"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)",Catherynne M. Valente,https://www.goodreads.com/book/show/9591398-the-girl-who-circumnavigated-fairyland-in-a-ship-of-her-own-making,The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland #1),Catherynne M. Valente,https://covers.openlibrary.org/b/id/8260451-L.jpg,https://openlibrary.org/works/OL15720267W,"""One of the most extraordinary works of fantasy, for adults or children, published so far this century.""―Time magazine, on the Fairyland series

Twelve-year-old September lives in Omaha, and used to have an ordinary life, until her father went to war and her mother went to work. One day, September is met at her kitchen window by a Green Wind (taking the form of a gentleman in a green jacket), who invites her on an adventure, implying that her help is needed in Fairyland. The new Marquess is unpredictable and fickle, and also not much older than September. Only September can retrieve a talisman the Marquess wants from the enchanted woods, and if she doesn't . . . then the Marquess will make life impossible for the inhabitants of Fairyland. September is already making new friends, including a book-loving Wyvern and a mysterious boy named Saturday.

With exquisite illustrations by acclaimed artist Ana Juan, Fairyland lives up to the sensation it created when author Catherynne M. Valente first posted it online. For readers of all ages who love the charm of Alice in Wonderland and the soul of The Golden Compass, here is a reading experience unto itself: unforgettable, and so very beautiful.

The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making is a Publishers Weekly Best Children's Fiction title for 2011.","The Girl Who Circumnavigated Fairyland In A Ship Of Her Own Making (Fairyland, #1)",Catherynne M. Valente,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A twelve-year-old girl named September is whisked away to Fairyland Wind, where she must retrieve a talisman to prevent chaos. Along the way, she makes new friends and faces unpredictable challenges in a whimsical and fantastical world.","adventure, friendship, imagination",whimsical,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:32.926891
"Polar Bear, Polar Bear, What Do You Hear?",Bill Martin Jr.,https://www.goodreads.com/book/show/598160.Polar_Bear_Polar_Bear_What_Do_You_Hear_,"Polar bear, polar bear, what do you hear?",Bill Martin Jr.,https://covers.openlibrary.org/b/id/10959647-L.jpg,https://openlibrary.org/works/OL59132W,"Zoo animals from polar bear to walrus make their distinctive sounds for each other, while children imitate the sounds for the zookeeper.","Polar Bear, Polar Bear, What Do You Hear?",Bill Martin Jr.,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 1.0, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 1.0, ""source"": ""llm_analysis""}","A playful book where zoo animals make their unique sounds, prompting children to mimic them for the zookeeper.","animals, sounds, imagination",playful,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",1.0,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:33.867078
The Princess and the Pig,Jonathan Emmett,https://www.goodreads.com/book/show/11344755-the-princess-and-the-pig,The Princess and the Pig,Jonathan Emmett,https://covers.openlibrary.org/b/id/6975800-L.jpg,https://openlibrary.org/works/OL16311068W,"There's been a terrible mix-up in the royal nursery. Priscilla the princess has accidentally switched places with Pigmella, the farmer's new piglet. The kindly farmer and his wife believe it's the work of a good witch, while the ill-tempered King and Queen blame the bad witch―after all, this happens in fairy tales all the time! Priscilla grows up on the farm, poor yet very happy, but things don't work out quite as readily for a Pigmella. Kissing a frog has worked wonders before, but will it work for a pig?",The Princess And The Pig,Jonathan Emmett,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A mix-up in the royal nursery leads to the princess switching places with a piglet. As they grow up in their new environments, their fates diverge, with the princess thriving and the piglet struggling.","identity, fairy tale, acceptance",whimsical,6-8,Beginning Readers (6-8),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:34.776316
"Farmer Boy (Little House, #2)",Laura Ingalls Wilder,https://www.goodreads.com/book/show/8252.Farmer_Boy,Farmer Boy,Laura Ingalls Wilder,https://covers.openlibrary.org/b/id/29745-L.jpg,https://openlibrary.org/works/OL1719806W,"The first in the 'Little House' books.  Describes Almanzo Wilder as a child growing up on a farm in rural New York from the time he is around 8 years old.  Introduces all of Almanzo's family - parents, brothers and sisters.","Farmer Boy (Little House, #2)",Laura Ingalls Wilder,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A story about Almanzo Wilder's childhood on a farm in rural New York, surrounded .","family, rural life, childhood, hard work",nostalgic,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:35.713501
"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",Rick Riordan,https://www.goodreads.com/book/show/15724396-the-sword-of-summer,The Sword of Summer,Rick Riordan,https://covers.openlibrary.org/b/id/13012106-L.jpg,https://openlibrary.org/works/OL17181541W,"Magnus Chase has seen his share of trouble. Ever since that terrible night two years ago when his mother told him to run, he has lived alone on the streets of Boston, surviving by his wits, staying one step ahead of the police and the truant officers.

One day, Magnus learns that someone else is trying to track him down—his uncle Randolph, a man his mother had always warned him about. When Magnus tries to outmaneuver his uncle, he falls right into his clutches. Randolph starts rambling about Norse history and Magnus's birthright: a weapon that has been lost for thousands of years.

The more Randolph talks, the more puzzle pieces fall into place. Stories about the gods of Asgard, wolves, and Doomsday bubble up from Magnus's memory. But he doesn't have time to consider it all before a fire giant attacks the city, forcing him to choose between his own safety and the lives of hundreds of innocents. . . .

Sometimes, the only way to start a new life is to die.","The Sword Of Summer (Magnus Chase And The Gods Of Asgard, #1)",Rick Riordan,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.8, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.8, ""source"": ""llm_analysis""}",A young boy named Magnus Chase is thrust into a world of Norse mythology when he discovers his birthright and must navigate dangerous challenges to protect his loved ones.,"family, mythology, adventure",adventurous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.8,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:36.648623
I Want My Hat Back,Jon Klassen,https://www.goodreads.com/book/show/11233988-i-want-my-hat-back,I Want My Hat Back,Jon Klassen,https://covers.openlibrary.org/b/id/9166975-L.jpg,https://openlibrary.org/works/OL16077192W,"The bear's hat is gone, and he wants it back. Patiently and politely, he asks the animals he comes across, one by one, whether they have seen it. Each animal says no, some more elaborately than others. But just as the bear begins to despair, a deer comes by and asks a simple question that sparks the bear's memory and renews his search with a vengeance.

A picture-book morality play about dishonesty.",I Want My Hat Back,Jon Klassen,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A bear's hat goes missing and he politely asks various animals if they have seen it. When a deer triggers his memory, the bear resumes his search with determination. A picture-book teaching about honesty and consequences.","honesty, determination, memory, consequences",humorous,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:37.516523
"My Friend Is Sad (Elephant & Piggie, #2)",Mo Willems,https://www.goodreads.com/book/show/223845.My_Friend_Is_Sad,My Friend is Sad,Mo Willems,https://covers.openlibrary.org/b/id/8173599-L.jpg,https://openlibrary.org/works/OL5759983W,Hey everyone! My mom just had a baby! Pray for him!!!!!!,"My Friend Is Sad (Elephant & Piggie, #2)",Mo Willems,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 1.0, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 1.0, ""source"": ""llm_analysis""}","In this book, Elephant tries to cheer up his friend Piggie who is feeling sad.","friendship, empathy, emotions",empathetic,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",1.0,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:38.478028
"Bud, Not Buddy",Christopher Paul Curtis,https://www.goodreads.com/book/show/368468.Bud_Not_Buddy,"Bud, Not Buddy",Christopher Paul Curtis,https://covers.openlibrary.org/b/id/9342833-L.jpg,https://openlibrary.org/works/OL115602W,"It's 1936, in Flint, Michigan. Times may be hard, and ten-year-old Bud may be a motherless boy on the run, but Bud's got a few things going for him:
 1. He has his own suitcase filled with his own important, secret things.
 2. He's the author of Bud Caldwell's Rules and Things for Having a Funner Life and Making a Better Liar Out of Yourself.
 3. His momma never told him who his father was, but she left a clue: flyers of Herman E. Calloway and his famous band, the Dusky Devastators of the Depression!!!!!!

Bud's got an idea that those flyers will lead him to his father. Once he decides to hit the road and find this mystery man, nothing can stop him--not hunger, not fear, not vampires, not even Herman E. Calloway himself.Bud, Not Buddy is full of laugh-out-loud humor and wonderful characters, hitting the high notes of jazz and sounding the deeper tones of the Great Depression. Once again Christopher Paul Curtis, author of the award-winning novel The Watsons Go to Birmingham--1963, takes readers on a heartwarming and unforgettable journey.From the Hardcover edition.","Bud, Not Buddy",Christopher Paul Curtis,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Set in 1936 Flint, Michigan, a ten-year-old boy named Bud sets out on a journey to find his father based on a clue left . Along the way, he encounters challenges and adventures that test his determination and courage.","family, identity, adventure, resilience",heartwarming,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,950.0,Educational Publishers,high,known_scores_database,1.0,True,2025-09-09T22:56:38.478918
"Lucinda's Secret (The Spiderwick Chronicles, #3)",Tony DiTerlizzi,https://www.goodreads.com/book/show/280277.Lucinda_s_Secret,Lucinda's secret,Tony DiTerlizzi,https://covers.openlibrary.org/b/id/7012082-L.jpg,https://openlibrary.org/works/OL15893668W,"With goblins, trolls, and the house boggart all trying to get them, the Grace children turn to Great Aunt Lucinda for help.","Lucinda'S Secret (The Spiderwick Chronicles, #3)",Tony Diterlizzi,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Three Grace children seek help from their Great Aunt Lucinda when faced with goblins, trolls, and a house boggart.","family, adventure, magic",mysterious,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:39.395743
Hello Ocean,Pam Muñoz Ryan,https://www.goodreads.com/book/show/282779.Hello_Ocean,Hello ocean,Pam Muñoz Ryan,https://covers.openlibrary.org/b/id/677818-L.jpg,https://openlibrary.org/works/OL784063W,"Using rhyming text, a child describes the wonder of the ocean experienced through each of her five senses.",Hello Ocean,Pam Muñoz Ryan,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A child explores the ocean through their five senses in a rhyming text.,"nature, exploration, senses",calm,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:40.285498
"Into the Land of the Unicorns (The Unicorn Chronicles, #1)",Bruce Coville,https://www.goodreads.com/book/show/114701.Into_the_Land_of_the_Unicorns,Into the Land of the Unicorns,Bruce Coville,https://covers.openlibrary.org/b/id/3876623-L.jpg,https://openlibrary.org/works/OL69293W,"Having jumped into the fantasy land of Luster, Cara joins Lightfoot the unicorn in the search for Queen Arabella Skydancer.","Into The Land Of The Unicorns (The Unicorn Chronicles, #1)",Bruce Coville,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A young girl named Cara enters the fantasy land of Luster and teams up with a unicorn named Lightfoot to search for Queen Arabella Skydancer.,"fantasy, friendship, adventure",whimsical,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:41.169562
My Lucky Day,Keiko Kasza,https://www.goodreads.com/book/show/68788.My_Lucky_Day,My lucky day,Keiko Kasza,https://covers.openlibrary.org/b/id/260027-L.jpg,https://openlibrary.org/works/OL1876520W,"When a young pig knocks on a fox's door, the fox thinks dinner has arrived, but the pig has other plans.",My Lucky Day,Keiko Kasza,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A young pig outsmarts a fox in this humorous tale of unexpected twists.,"trickery, surprise, friendship",funny,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:42.097581
Doll Bones,Holly Black,https://www.goodreads.com/book/show/15944406-doll-bones,Doll bones,Holly Black,https://covers.openlibrary.org/b/id/8188147-L.jpg,https://openlibrary.org/works/OL16671986W,"Zach, Alice, and Poppy, friends from a Pennsylvania middle school who have long enjoyed acting out imaginary adventures with dolls and action figures, embark on a real-life quest to Ohio to bury a doll made from the ashes of a dead girl.",Doll Bones,Holly Black,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",Three friends embark on a real-life quest to bury a doll made from the ashes of a dead girl.,"friendship, imagination, adventure, loss",mysterious,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:56:43.001225
