title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,reading_level_sources,has_level_data,reading_level_estimate,summary_gpt,themes,tone,age_range_llm,reading_level_llm,complexity_analysis,reading_confidence_llm,llm_skipped,skip_reason,enriched_lexile_score,enrichment_source,confidence_level,priority_category
Angelina on Stage,Katharine Holabird,https://www.goodreads.com/book/show/883302.Angelina_on_Stage,Angelina on stage,Katharine Holabird,https://covers.openlibrary.org/b/id/849158-L.jpg,https://openlibrary.org/works/OL109075W,"When Cousin Henry gets all the attention in the grown-up musical in which they have roles, Angelina becomes jealous, but she demonstrates her fondness for him when a crisis occurs on opening night.",Angelina On Stage,Katharine Holabird,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A young mouse named Angelina feels jealous when her cousin gets attention in a musical they both star in, but ultimately shows her love for him during a crisis on opening night.","jealousy, family, friendship",emotional,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
Heckedy Peg,Audrey Wood,https://www.goodreads.com/book/show/285672.Heckedy_Peg,Heckedy Peg,Audrey Wood,https://covers.openlibrary.org/b/id/114345-L.jpg,https://openlibrary.org/works/OL547444W,"A mother saves her seven children from Heckedy Peg, a witch who has changed them into different kinds of food.",Heckedy Peg,Audrey Wood,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A mother saves her seven children from a witch who has turned them into food.,"family, magic, rescue",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,480.0,Publisher/Harcourt,high,ultimate_expansion
"Stand Tall, Molly Lou Melon",Patty Lovell,https://www.goodreads.com/book/show/1145862.Stand_Tall_Molly_Lou_Melon,"Stand tall, Molly Lou Melon",Patty Lovell,https://covers.openlibrary.org/b/id/259828-L.jpg,https://openlibrary.org/works/OL221753W,"Even when the class bully at her new school makes fun of her, Molly remembers what her grandmother told her and she feels good about herself.","Stand Tall, Molly Lou Melon",Patty Lovell,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A girl named Molly Lou Melon faces bullying at her new school but finds strength in her grandmother's words.,"self-confidence, bullying, family",uplifting,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
Blue Willow,Doris Gates,https://www.goodreads.com/book/show/774396.Blue_Willow,Blue Willow,Doris Gates,https://covers.openlibrary.org/b/id/101370-L.jpg,https://openlibrary.org/works/OL5590818W,"To Janey Larkin, the blue willow plate was the most beautiful thing in her life, a symbol of the home she could only dimly remember. Now that her father was an itinerant worker, Janey didn't have a home she could call her own or any real friends, as her family had to keep moving, following the crops from farm to farm. Someday, Janey promised the willow plate, with its picture of a real house, her family would once again be able to set down roots in a community.

*Blue Willow* is an important fictional account of the Dust Bowl and the Great Depression, and has been called *The Grapes of Wrath* for children. It won a Newbery Honor and many other awards.",Blue Willow,Doris Gates,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A young girl treasures a blue willow plate as a symbol of home amidst the challenges of the Dust Bowl era. With her family constantly on the move, she dreams of settling down one day.","home, friendship, resilience",hopeful,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
"Mr. Putter & Tabby Walk the Dog (Mr. Putter & Tabby, #2)",Cynthia Rylant,https://www.goodreads.com/book/show/1046326.Mr_Putter_Tabby_Walk_the_Dog,Mr. Putter & Tabby Walk the Dog,Cynthia Rylant,https://covers.openlibrary.org/b/id/114431-L.jpg,https://openlibrary.org/works/OL64066W,"When their neighbor Mrs. Teaberry hurts her foot, Mr. Putter and his cat Tabby agree to walk her dog for a week, not knowing what they are in for.","Mr. Putter & Tabby Walk The Dog (Mr. Putter & Tabby, #2)",Cynthia Rylant,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",Mr. Putter and his cat Tabby take on the challenge of walking their neighbor's dog for a week.,"friendship, helping others, pets",heartwarming,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,500.0,MetaMetrics/Harcourt,high,mega_expansion
"The Children of Green Knowe (Green Knowe, #1)",Lucy M. Boston,https://www.goodreads.com/book/show/377889.The_Children_of_Green_Knowe,The children of Green Knowe,Lucy M. Boston,https://covers.openlibrary.org/b/id/116026-L.jpg,https://openlibrary.org/works/OL4772206W,Tolly comes to live with his great-grandmother at the ancient house of Green Knowe and becomes friends with three children who lived there in the seventeenth century.,"The Children Of Green Knowe (Green Knowe, #1)",Lucy M. Boston,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A boy named Tolly goes to live with his great-grandmother at the historic Green Knowe house and befriends three children from the past.,"friendship, time travel, history, belonging",nostalgic,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
"Five Run Away Together (Famous Five, #3)",Enid Blyton,https://www.goodreads.com/book/show/74997.Five_Run_Away_Together,Five Run Away Together,Enid Blyton,https://covers.openlibrary.org/b/id/14605167-L.jpg,https://openlibrary.org/works/OL1948504W,"Julian, Dick and Anne arrive in Kirrin Cottage to stay with George (real name Georgina) for the holidays. They plan to spend time exploring Kirrin Island but their happiness is spoilt when Aunt Fanny falls ill and must go to a far-off hospital. They are cared for by Aunt Fanny's temporary cook, Mrs. Stick, who repeatedly tries to poison George's dog. George hatches a plan for all the children to run away to Kirrin Island. While there, the children find evidence of other people visiting the island, and they suspect smugglers. The discovery of a young girl's toys and clothes point to something sinister going on.","Five Run Away Together (Famous Five, #3)",Enid Blyton,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",Four children plan to spend their holidays exploring an island but end up running away to uncover suspicious activities involving smugglers.,"friendship, adventure, mystery",adventurous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,740,Publisher/Hodder,high,maximum_expansion
The Ordinary Princess,M.M. Kaye,https://www.goodreads.com/book/show/674749.The_Ordinary_Princess,The Ordinary Princess,M.M. Kaye,https://covers.openlibrary.org/b/id/400663-L.jpg,https://openlibrary.org/works/OL1985699W,"Along with Wit, Charm, Health, and Courage, Princess Amy of Phantasmorania receives a special fairy christening gift: Ordinariness. Unlike her six beautiful sisters, she has brown hair and freckles, and would rather have adventures than play the harp, embroider tapestries . . . or become a Queen. When her royal parents try to marry her off, Amy runs away and, because she's so ordinary, easily becomes the fourteenth assistant kitchen maid at a neighboring palace. And there . . . much to everyone's surprise . . . she meets a prince just as ordinary (and special) as she is!",The Ordinary Princess,M.M. Kaye,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Princess Amy, gifted with ordinariness, prefers adventures over royal duties. Running away from marriage, she finds herself as a kitchen maid and unexpectedly meets a prince just as ordinary and special as she is.","individuality, adventure, friendship, acceptance",whimsical,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
A Hole is to Dig,Ruth Krauss,https://www.goodreads.com/book/show/118077.A_Hole_is_to_Dig,A Hole Is to Dig,Ruth Krauss,https://covers.openlibrary.org/b/id/23794-L.jpg,https://openlibrary.org/works/OL2040930W,"Nursery school children's ""definitions"" of everyday objects reveal their different view of the world in a humorous way.",A Hole Is To Dig,Ruth Krauss,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A collection of nursery school children's funny and insightful 'definitions' of everyday objects.,"imagination, humor, perspective",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
"The Cay (The Cay, #1)",Theodore Taylor,https://www.goodreads.com/book/show/18553.The_Cay,The Cay,Theodore Taylor,https://covers.openlibrary.org/b/id/234731-L.jpg,https://openlibrary.org/works/OL270974W,"Book Description:
Read Theodore Taylor’s classic bestseller and Lewis Carroll Shelf Award winner The Cay.

   Phillip is excited when the Germans invade the small island of Curaçao. War has always been a game to him, and he’s eager to glimpse it firsthand–until the freighter he and his mother are traveling to the United States on is torpedoed.
   When Phillip comes to, he is on a small raft in the middle of the sea. Besides Stew Cat, his only companion is an old West Indian, Timothy. Phillip remembers his mother’s warning about black people: “They are different, and they live differently.”
    But by the time the castaways arrive on a small island, Phillip’s head injury has made him blind and dependent on Timothy.

“Mr. Taylor has provided an exciting story…The idea that all humanity would benefit from this special form of color blindness permeates the whole book…The result is a story with a high ethical purpose but no sermon.”—New York Times Book Review
 
“A taut tightly compressed story of endurance and revelation…At once barbed and tender, tense and fragile—as Timothy would say, ‘outrageous good.’”—Kirkus Reviews
 
* “Fully realized setting…artful, unobtrusive use of dialect…the representation of a hauntingly deep love, the poignancy of which is rarely achieved in children’s literature.”—School Library Journal, Starred
 
“Starkly dramatic, believable and compelling.”—Saturday Review
 
“A tense and moving experience in reading.”—Publishers Weekly
 
“Eloquently underscores the intrinsic brotherhood of man.”—Booklist
 
""This is one of the best survival stories since Robinson Crusoe.""—The Washington Star

· A New York Times Best Book of the Year
· A School Library Journal Best Book of the Year
· A Horn Book Honor Book
· An American Library Association Notable Book
· A Publishers Weekly Children’s Book to Remember
· A Child Study Association’s Pick of Children’s Books of the Year
· Jane Addams Book Award
· Lewis Carroll Shelf Award
· Commonwealth Club of California: Literature Award
· Southern California Council on Literature for Children and Young People Award
· Woodward School Annual Book Award
· Friends of the Library Award, University of California at Irvine","The Cay (The Cay, #1)",Theodore Taylor,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","After a shipwreck, a young boy and an old West Indian man must learn to survive and rely on each other on a deserted island. The story explores themes of friendship, overcoming prejudice, and resilience.","friendship, prejudice, resilience",empathetic,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
"The Saturdays (The Melendy Family, #1)",Elizabeth Enright,https://www.goodreads.com/book/show/5019.The_Saturdays,The Saturdays,Elizabeth Enright,https://covers.openlibrary.org/b/id/580925-L.jpg,https://openlibrary.org/works/OL500584W,"New York City, the year before Pearl Harbor.  The four Melendy children and their father -- a brilliant, impecunious scholar and lecturer -- live in a dilapidated house in the city, under the care of a strict but loving housekeeper.  Their allowances don't stretch to much as individuals, so they decide to pool their cash and on each of four subsequent Saturdays one sibling gets to blow the lot. This is a well-written book that doesn't talk down to its audience; the chapter where the youngest boy goes to the circus, gets lost, and comes home riding a policeman's horse should be read out loud for the flavor of the prose.

\","The Saturdays (The Melendy Family, #1)",Elizabeth Enright,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","In pre-WWII New York City, the Melendy children and their father live in a rundown house with a caring housekeeper. They pool their allowances to take turns having adventures on Saturdays. The book is well-written and engaging, with a memorable chapter involving a trip to the circus.","family, adventure, sibling bond",wholesome,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
"Caddie Woodlawn (Caddie Woodlawn, #1)",Carol Ryrie Brink,https://www.goodreads.com/book/show/205821.Caddie_Woodlawn,Caddie Woodlawn,Carol Ryrie Brink,https://covers.openlibrary.org/b/id/11123476-L.jpg,https://openlibrary.org/works/OL265984W,"Caddie Woodlawn is a children's historical fiction novel by Carol Ryrie Brink which received the Newbery Medal in 1936 and a Lewis Carroll Shelf Award in 1958. The original 1935 edition was illustrated by Newbery-award-winning author and illustrator Kate Seredy. Macmillan released a later edition in 1973, illustrated by Trina Schart Hyman.","Caddie Woodlawn (Caddie Woodlawn, #1)",Carol Ryrie Brink,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",Caddie Woodlawn is a historical fiction novel about a spirited young girl living in Wisconsin during the 1860s. The story follows Caddie as she navigates the challenges and joys of pioneer life with her family.,"family, adventure, courage",spirited,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
Abiyoyo,Pete Seeger,https://www.goodreads.com/book/show/630428.Abiyoyo,Abiyoyo,Pete Seeger,https://covers.openlibrary.org/b/id/15431-L.jpg,https://openlibrary.org/works/OL2632696W,"Banished from the town for making mischief, a little boy and his father are welcomed back when they find a way to make the dreaded giant Abiyoyo disappear.",Abiyoyo,Pete Seeger,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A little boy and his father are banished from their town but gain acceptance when they figure out how to make a scary giant disappear.,"acceptance, bravery, problem-solving",uplifting,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
Goblins in the Castle (Minstrel Book),Bruce Coville,https://www.goodreads.com/book/show/299085.Goblins_in_the_Castle,Goblins in the castle,Bruce Coville,https://covers.openlibrary.org/b/id/407815-L.jpg,https://openlibrary.org/works/OL69292W,"What moans at midnight in Toad-in-a-Cage Castle? 
Toad-in-a-Cage Castle was filled with secrets -- secrets such as the hidden passages that led to every room, the long stairway that wound down to the dungeon, and the weird creature named Igor who lived there. But it was the mysterious night noises that bothered William the most -- the strange moans that drifted through the halls of the castle where he was raised. 
He wanted to know what caused them. 
Then one night he found out....",Goblins In The Castle (Minstrel Book),Bruce Coville,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A boy living in a castle is curious about the mysterious moans that haunt the halls at night, leading him to uncover secrets within the castle.","curiosity, mystery, discovery, bravery",mysterious,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
The Call of the Wild,Jack London,https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild,The Call of the Wild,Jack London,https://covers.openlibrary.org/b/id/12393037-L.jpg,https://openlibrary.org/works/OL14942956W,"As Buck, a mixed breed dog, is taken away from his home, instead of facing a feast for breakfast and the comforts of home, he faces the hardships of being a sled dog. Soon he lands in the wrong hands, being forced to keep going when it is too rough for him and the other dogs in his pack. He also fights the urges to run free with his ancestors, the wolves who live around where he is pulling the sled.",The Call Of The Wild,Jack London,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A mixed breed dog named Buck is taken from his home and forced to become a sled dog, facing harsh conditions and mistreatment. He struggles with his loyalty to his human owners and his desire to run free with the wolves.","loyalty, survival, freedom, nature",adventurous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
Walk Two Moons,Sharon Creech,https://www.goodreads.com/book/show/53496.Walk_Two_Moons,Walk Two Moons,Sharon Creech,https://covers.openlibrary.org/b/id/5283748-L.jpg,https://openlibrary.org/works/OL14937643W,"After her mother leaves home suddenly, thirteen-year-old Sal and her grandparents take a car trip retracing her mother's route. Along the way, Sal recounts the story of her friend Phoebe, whose mother also left.",Walk Two Moons,Sharon Creech,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A thirteen-year-old girl named Sal goes on a car trip with her grandparents to trace her mother's journey after she leaves suddenly. During the trip, Sal shares the story of her friend Phoebe, whose mother also disappeared.","family, friendship, loss, journey",reflective,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
The Velvet Room,Zilpha Keatley Snyder,https://www.goodreads.com/book/show/81010.The_Velvet_Room,The Velvet Room,Zilpha Keatley Snyder,https://covers.openlibrary.org/b/id/387918-L.jpg,https://openlibrary.org/works/OL29898W,"The Williams' family lives a rough life, living out of their Model-T as their father searches for work. Though Robin loves her family dearly, she's always felt a little different from them--always restless and longing for things she can't explain. When the family finally settles down to work the orchards of the abandoned Las Palermas mansion, Robin discovers a wonderful, secret place--the Velvet Room--where she finally feels content. Over the course of an eventful year, Robin begins to unlock the Velvet Room's mystery, but just when she comes closest, events conspire to force her into a series of difficult choices that threaten to separate her from the Velvet Room forever.",The Velvet Room,Zilpha Keatley Snyder,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A young girl named Robin, feeling out of place in her struggling family, discovers a hidden room in an abandoned mansion that brings her comfort. As she unravels the room's secrets, she faces tough decisions that could separate her from this newfound sanctuary.","family, belonging, discovery, self-discovery",introspective,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
Snowmen at Christmas,Caralyn Buehner,https://www.goodreads.com/book/show/698159.Snowmen_at_Christmas,Snowmen at Christmas,Caralyn Buehner,https://covers.openlibrary.org/b/id/6563466-L.jpg,https://openlibrary.org/works/OL15152384W,"On Christmas Eve, snowmen hold a party in the center of town and celebrate with food, music and dancing, and presents.",Snowmen At Christmas,Caralyn Buehner,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Snowmen have a festive Christmas Eve party in town with food, music, dancing, and presents.","celebration, friendship, festivity",festive,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
"Sarah, Plain and Tall (Sarah, Plain and Tall, #1)",Patricia MacLachlan,https://www.goodreads.com/book/show/106264.Sarah_Plain_and_Tall,"Sarah, plain and tall",Patricia MacLachlan,https://covers.openlibrary.org/b/id/8144459-L.jpg,https://openlibrary.org/works/OL2949977W,"Sarah, Plain and Tall Saga","Sarah, Plain And Tall (Sarah, Plain And Tall, #1)",Patricia Maclachlan,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A story about a widowed man who advertises for a wife and a woman named Sarah who responds, moving from the East Coast to the Midwest to join his family.","family, loss, new beginnings",heartwarming,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
"The Titan’s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,The Titan's Curse,Rick Riordan,https://covers.openlibrary.org/b/id/14601475-L.jpg,https://openlibrary.org/works/OL492647W,"When Percy Jackson gets an urgent distress call from his friend Grover, he immediately prepares for battle.  He knows he will need his powerful demigod allies at his side, his trusty bronze sword Riptide, and…a ride from his mom.

The demigods rush to the rescue to find that Grover has made an important discovery: two powerful half-bloods whose parentage is unknown.  But that’s not all that awaits them.  The titan lord Kronos has devised his most treacherous plot yet, and the young heroes have just fallen prey.

They’re not the only ones in danger.  An ancient monster has arisen—one rumored to be so powerful it could destroy Olympus—and Artemis, the only goddess who might know how to track it, is missing.  Now Percy and his friends, along with the Hunters of Artemis, have only a week to find the kidnapped goddess and solve the mystery of the monster she was hunting.  Along the way, they must face their most dangerous challenge yet: the chilling prophecy of the titan’s curse.","The Titan’S Curse (Percy Jackson And The Olympians, #3)",Rick Riordan,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","When Percy Jackson receives a distress call from his friend Grover, he sets out on a perilous adventure with his demigod allies to rescue two powerful half-bloods and prevent the titan lord Kronos from executing a dangerous plot. With the goddess Artemis missing and an ancient monster threatening Olympus, Percy and his friends must race against time to solve the mystery and face a chilling prophecy.","friendship, loyalty, adventure, mythology",adventurous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
Odd and the Frost Giants,Neil Gaiman,https://www.goodreads.com/book/show/2108198.Odd_and_the_Frost_Giants,Odd and the Frost Giants,Neil Gaiman,https://covers.openlibrary.org/b/id/8783112-L.jpg,https://openlibrary.org/works/OL679300W,"In this inventive, short, yet perfectly formed novel inspired by traditional Norse mythology, Neil Gaiman takes readers on a wild and magical trip to the land of giants and gods and back.In a village in ancient Norway lives a boy named Odd, and he's had some very bad luck: His father perished in a Viking expedition; a tree fell on and shattered his leg; the endless freezing winter is making villagers dangerously grumpy.Out in the forest Odd encounters a bear, a fox, and an eagle-three creatures with a strange story to tell.Now Odd is forced on a stranger journey than he had imagined-a journey to save Asgard, city of the gods, from the Frost Giants who have invaded it.It's going to take a very special kind of twelve-year-old boy to outwit the Frost Giants, restore peace to the city of gods, and end the long winter.Someone cheerful and infuriating and clever . . .Someone just like Odd.",Odd And The Frost Giants,Neil Gaiman,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A boy named Odd in ancient Norway embarks on a magical journey to save the city of gods from Frost Giants with the help of some unusual creatures.,"adventure, friendship, courage",whimsical,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
Uncle Bobby's Wedding,Sarah S. Brannen,https://www.goodreads.com/book/show/1846075.Uncle_Bobby_s_Wedding,Uncle Bobby's Wedding,Sarah S. Brannen,https://covers.openlibrary.org/b/id/12641911-L.jpg,https://openlibrary.org/works/OL9342206W,"Chloë is jealous and sad when her favorite uncle announces that he will be getting married, but as she gets to know Jamie better and becomes involved in planning the wedding, she discovers that she will always be special to Uncle Bobby--and to Uncle Jamie, too.",Uncle Bobby'S Wedding,Sarah S. Brannen,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A young girl feels jealous and sad when her favorite uncle announces his wedding, but as she gets involved in planning, she learns she will always be special to both uncles.","family, love, acceptance",emotional,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
