title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,summary_gpt,themes,tone,age_range,needs_fix
"The Long Winter (Little House, #6)",Laura Ingalls Wilder,https://www.goodreads.com/book/show/8282.The_Long_Winter,The Long Winter,Laura Ingalls Wilder,https://covers.openlibrary.org/b/id/4967658-L.jpg,https://openlibrary.org/works/OL1719759W,"After an October blizzard, Laura's family moves from the claim shanty into town for the winter, a winter that an Indian has predicted will be seven months of bad weather.","The Long Winter (Little House, #6)",Laura Ingalls Wilder,"Laura's family moves into town for the winter after an October blizzard, preparing for seven months of bad weather predicted .","family, resilience, weather",resilient,8-10,False
"Wayside School Is Falling Down (Wayside School, #2)",Louis Sachar,https://www.goodreads.com/book/show/10065.Wayside_School_Is_Falling_Down,Wayside School is Falling Down (Wayside School #2),Louis Sachar,https://covers.openlibrary.org/b/id/430413-L.jpg,https://openlibrary.org/works/OL116265W,"*""Watch Closely,"" said Mrs. Jewls.  ""You can learn much faster using a computer instead of paper and pencil.""  Then she pushed the new computer out the window.  The children watched it fall thirty floors and smash against the sidewalk.  ""See?"" said Mrs. Jewls.  ""That's gravity! I've been trying to teach you about gravity, but the computer showed you a lot quicker!""*

That's the way things happen at Wayside School. There are 29 kids in Mrs. Jewls's class and this book is about all of them. There is Todd, who got in trouble every day...until he got a magic dog; Paul, whose life was saved by Leslie's pigtails; Ron, who dared to try the cafeteria's Mushroom Surprise--and all the others who helped turn a day at Wayside school into one madcap adventure after another. But, after the things that happened in *Sideways Stories from Wayside School*, what would you expect?","Wayside School Is Falling Down (Wayside School, #2)",Louis Sachar,"A whimsical story set at Wayside School where 29 kids in Mrs. Jewls's class embark on madcap adventures, from magic dogs to Mushroom Surprise in the cafeteria.","friendship, imagination, adventure",whimsical,8-12,False
"Inside the Human Body (The Magic School Bus, #3)",Joanna Cole,https://www.goodreads.com/book/show/722864.Inside_the_Human_Body,The Magic School Bus Inside the Human Body,Joanna Cole,https://covers.openlibrary.org/b/id/10309974-L.jpg,https://openlibrary.org/works/OL83042W,"Talk about a change of plans! Ms. Frizzle and her class are on the Magic School Bus headed for a museum. They have been studying how the body turns food into energy, and now they are going to see an exhibit on the human body. Things seem fine until they stop for lunch. A strange mishap causes the bus to shrink and then be swallowed! Ms. Frizzle's class is suddenly inside a real human body","Inside The Human Body (The Magic School Bus, #3)",Joanna Cole,"Ms. Frizzle takes her class on a field trip to a museum to learn about the human body, but a mishap causes them to shrink and be swallowed, leading to an unexpected adventure inside a real human body.","science, adventure, exploration, teamwork",educational,6-8,False
The Westing Game,Ellen Raskin,https://www.goodreads.com/book/show/902.The_Westing_Game,The Westing Game,Ellen Raskin,https://covers.openlibrary.org/b/id/6973801-L.jpg,https://openlibrary.org/works/OL4103857W,"Sixteen people were invited to the reading of the very strange will of the very rich Samuel W. Westing. They could become millionaires, depending on how they played the game. The not-quite-perfect heirs were paired, and each pair was given $10,000 and a set of clues (no two sets of clues were alike). All they had to do was find the answer, but the answer to what? The Westing game was tricky and dangerous, but the heirs played on, through blizzards and burglaries and bombs bursting in air. And one of them won! With her own special blend of intricacy, humor, and upside-down perceptions, Ellen Raskin has entangled a remarkable cast of characters in a puzzle-knotted, word-twisting plot. She then deftly unravels it again in a surprising (but fair) and highly satisfying ending. - Back cover.

The mysterious death of an eccentric millionaire brings together an unlikely assortment of heirs who must uncover the circumstances of his death before they can claim their inheritance.",The Westing Game,Ellen Raskin,"Sixteen people are invited to the reading of a strange will by a very rich man. They must play a game to become millionaires, but they must figure out what the game is about first. The story involves a mysterious death and a cast of quirky characters on a quest for their inheritance.","mystery, inheritance, puzzle-solving",intriguing,9-12,False
Just So Stories,Rudyard Kipling,https://www.goodreads.com/book/show/34053.Just_So_Stories,Just So Stories,Rudyard Kipling,https://covers.openlibrary.org/b/id/36215-L.jpg,https://openlibrary.org/works/OL19899W,"Seven tales that explain special things about animals, such as how the whale got his tiny throat, the camel his hump and the leopard his spots.",Just So Stories,Rudyard Kipling,A collection of seven stories that explore unique traits of animals.,"nature, curiosity, uniqueness",educational,3-5,False
Swimmy,Leo Lionni,https://www.goodreads.com/book/show/114308.Swimmy,Swimmy,Leo Lionni,https://covers.openlibrary.org/b/id/5017594-L.jpg,https://openlibrary.org/works/OL2162545W,"(Age 3-7) (Pre-K to 2) **''A little black fish in a school of red fish figures out a way of protecting them all from their natural enemies.''**

Deep in the sea there lives a happy school of little fish. Their watery world is full of wonders, but there is also danger, and the little fish are afraid to come out of hiding . . . until Swimmy comes along. **Swimmy shows his friends how—with ingenuity and team work—they can overcome any danger.** With its graceful text and stunning artwork, this **Caldecott Honor Book** deserves a place on every child’s shelf.",Swimmy,Leo Lionni,"A little black fish in a school of red fish figures out a way of protecting them all from their natural enemies, showing his friends how they can overcome any danger with ingenuity and team work.","friendship, teamwork, bravery",uplifting,3-7,False
"The Teacher from the Black Lagoon (Black Lagoon, #1)",Mike Thaler,https://www.goodreads.com/book/show/948638.The_Teacher_from_the_Black_Lagoon,The Teacher from the Black Lagoon,Mike Thaler,https://covers.openlibrary.org/b/id/383733-L.jpg,https://openlibrary.org/works/OL79555W,"On the first day of school, a young boy expects only the worst when he discovers that his new teacher is the ""monstrous"" Mrs. Green.","The Teacher From The Black Lagoon (Black Lagoon, #1)",Mike Thaler,A young boy dreads his first day of school when he learns that his teacher is the intimidating Mrs. Green.,"fear, anxiety, overcoming challenges",anxious,5-7,False
The Snowman,Raymond Briggs,https://www.goodreads.com/book/show/489972.The_Snowman,The snowman,Raymond Briggs,https://covers.openlibrary.org/b/id/458091-L.jpg,https://openlibrary.org/works/OL15845200W,"When his snowman comes to life, a little boy invites him home and in return is taken on a flight high above the countryside.",The Snowman,Raymond Briggs,A little boy's snowman magically comes to life and takes him on a thrilling flight above the countryside.,"imagination, friendship, adventure",whimsical,3-5,False
The Trumpet of the Swan,E.B. White,https://www.goodreads.com/book/show/24335.The_Trumpet_of_the_Swan,The Trumpet of the Swan,E. B. White,https://covers.openlibrary.org/b/id/50627-L.jpg,https://openlibrary.org/works/OL483387W,"Louis, a romantic swan, is in love with the angelic Serena, but he can't tell her how he feels; he has no voice. When he meets eleven-year-old Sam Beaver, a human friend, he goes to school with him to learn how to read and write. Louis' father also helps out; he steals a brass trumpet for his son. In the end, Louis learns to play, wins Serena's heart, and repays the music shop owner for his stolen trumpet. 

Here is a wonderful story of romance, friendship, and determination among animals and humans.",The Trumpet Of The Swan,E.B. White,"A Themes of romance, friendship, and determination are woven throughout.","romance, friendship, determination",heartwarming,6-8,False
Bear Snores On,Karma Wilson,https://www.goodreads.com/book/show/867248.Bear_Snores_On,Bear snores on,Karma Wilson,https://covers.openlibrary.org/b/id/760640-L.jpg,https://openlibrary.org/works/OL5706313W,"On a cold winter night many animals gather to party in the cave of a sleeping bear, who then awakes and protests that he has missed the food and the fun.",Bear Snores On,Karma Wilson,"Animals gather for a party in a bear's cave, waking him up and causing chaos.","friendship, celebration, unexpected",whimsical,3-5,False
"The House at Pooh Corner (Winnie-the-Pooh, #2)",A.A. Milne,https://www.goodreads.com/book/show/776407.The_House_at_Pooh_Corner,The House at Pooh Corner,A. A. Milne,https://covers.openlibrary.org/b/id/8743133-L.jpg,https://openlibrary.org/works/OL476471W,"Ten adventures of Pooh, Eeyore, Tigger, Piglet, Owl, and other friends of Christopher Robin.


----------
Contains:
In Which [a House Is Built at Pooh Corner for Eeyore][1]
In Which [Tigger Comes to the Forest and Has Breakfast][2]
In Which [a Search Is Organdized, and Piglet Nearly Meets the Heffalump Again][3]
In Which It Is Shown That [Tiggers Don't Climb Trees][4]
In Which [Rabbit Has a Busy Day, and We Learn What Christopher Robin Does in the Mornings][5]
In Which [Pooh Invents a New Game and Eeyore Joins In][6]
In Which [Tigger Is Unbounced][7]
In Which [Piglet Does a Very Grand Thing][8]
In Which [Eeyore Finds the Wolery][9] and Owl Moves Into It
In Which [Christopher Robin and Pooh Come to an Enchanted Place][10], and We Leave Them There

----------
Also Contained in:

 - [Winnie-the-Pooh / The House at Pooh Corner][11]


  [1]: https://openlibrary.org/works/OL7988325W/A_House_Is_Built_at_Pooh_Corner_for_Eeyore
  [2]: https://openlibrary.org/works/OL476759W/Tigger_Comes_to_the_Forest_and_Has_Breakfast
  [3]: https://openlibrary.org/works/OL476810W/A_Search_Is_Organdized
  [4]: https://openlibrary.org/works/OL476761W/Tiggers_don't_climb_trees
  [5]: https://openlibrary.org/works/OL7988389W/Rabbit_Has_a_Busy_Day_and_We_Learn_What_Christopher_Robin_Does_in_the_Mornings
  [6]: https://openlibrary.org/works/OL476832W/Pooh_Invents_a_New_Game_and_Eeyore_Joins_In
  [7]: https://openlibrary.org/works/OL476817W/Tigger_Is_Unbounced
  [8]: https://openlibrary.org/works/OL476828W/Piglet_Does_a_Very_Grand_Thing
  [9]: https://openlibrary.org/works/OL476738W/Eeyore_Finds_the_Wolery
  [10]: https://openlibrary.org/works/OL15020356W/Christopher_Robin_and_Pooh_Come_to_an_Enchanted_Place
  [11]: https://openlibrary.org/works/OL476836W/Winnie-the-Pooh_The_House_at_Pooh_Corner","The House At Pooh Corner (Winnie-The-Pooh, #2)",A.A. Milne,"A collection of ten charming adventures featuring Pooh, Eeyore, Tigger, Piglet, Owl, and other friends of Christopher Robin.","friendship, imagination, adventure",whimsical,3-5,False
The Complete Adventures of Curious George,Margret Rey,https://www.goodreads.com/book/show/808853.The_Complete_Adventures_of_Curious_George,The complete adventures of Curious George,Margret Rey,https://covers.openlibrary.org/b/id/393639-L.jpg,https://openlibrary.org/works/OL536444W,The adventures of the ingenious little monkey who left the jungle to live with the man in the yellow hat.,The Complete Adventures Of Curious George,Margret Rey,"A curious little monkey leaves the jungle to live with a man in a yellow hat, leading to a series of adventurous escapades.","curiosity, adventure, friendship",whimsical,3-5,False
The Twits,Roald Dahl,https://www.goodreads.com/book/show/31456.The_Twits,The Twits,Roald Dahl,https://covers.openlibrary.org/b/id/14838233-L.jpg,https://openlibrary.org/works/OL45884W,The misadventures of two terrible old people who enjoy playing nasty tricks and are finally outwitted by a family of monkeys.,The Twits,Roald Dahl,Two mischievous old people who love playing mean tricks are thwarted by a clever family of monkeys.,"mischievousness, trickery, friendship, cleverness",humorous,6-8,False
King Bidgood's in the Bathtub,Audrey Wood,https://www.goodreads.com/book/show/176626.King_Bidgood_s_in_the_Bathtub,King Bidgood's in the bathtub,Audrey Wood,https://covers.openlibrary.org/b/id/114379-L.jpg,https://openlibrary.org/works/OL547443W,"Despite pleas from his court, a fun-loving king refuses to get out of his bathtub to rule his kingdom.",King Bidgood'S In The Bathtub,Audrey Wood,"A king refuses to leave his bathtub to rule his kingdom, much to the dismay of his court.","responsibility, authority, humor",whimsical,3-5,False
Animalia,Graeme Base,https://www.goodreads.com/book/show/682751.Animalia,Animalia,Graeme Base,https://covers.openlibrary.org/b/id/401233-L.jpg,https://openlibrary.org/works/OL14047W,"An alphabet book with fantastic and detailed pictures, bearing such labels as ""Lazy lions lounging in the local library.""",Animalia,Graeme Base,An alphabet book with detailed illustrations depicting various animals engaging in funny activities.,"alphabet, animals, humor",whimsical,3-5,False
Owl Babies,Martin Waddell,https://www.goodreads.com/book/show/716944.Owl_Babies,Owl Babies,Martin Waddell,https://covers.openlibrary.org/b/id/799318-L.jpg,https://openlibrary.org/works/OL114136W,Three owl babies whose mother has gone out in the night try to stay calm while she is gone.,Owl Babies,Martin Waddell,Three owl babies must stay calm while their mother is out at night.,"separation, anxiety, family",calm,3-5,False
Each Peach Pear Plum,Janet Ahlberg,https://www.goodreads.com/book/show/833550.Each_Peach_Pear_Plum,Each Peach Pear Plum,Janet Ahlberg,https://covers.openlibrary.org/b/id/5375131-L.jpg,https://openlibrary.org/works/OL807816W,"Rhymed text and illustrations invite the reader to play ""I Spy"" with a variety of Mother Goose and other folklore characters",Each Peach Pear Plum,Janet Ahlberg,A rhyming book that encourages young readers to play 'I Spy' with Mother Goose and folklore characters.,"imagination, playfulness, folklore",whimsical,3-5,False
"Hand, Hand, Fingers, Thumb (Bright & Early Board Books)",Al Perkins,https://www.goodreads.com/book/show/857501.Hand_Hand_Fingers_Thumb,"Hand, hand, fingers, thumb",Al Perkins,https://covers.openlibrary.org/b/id/145-L.jpg,https://openlibrary.org/works/OL5966462W,"Easy-to-read rhyming text describes what can be done on a drum with hand, fingers, and thumb.","Hand, Hand, Fingers, Thumb (Bright & Early Board Books)",Al Perkins,"A rhyming text describes different ways to play a drum using hands, fingers, and thumbs.","music, creativity, imagination",playful,3-5,False
Jamberry,Bruce Degen,https://www.goodreads.com/book/show/886512.Jamberry,Jamberry,Bruce Degen,https://covers.openlibrary.org/b/id/445220-L.jpg,https://openlibrary.org/works/OL1997026W,A little boy walking in the forest meets a big lovable bear that takes him on a delicious berry-picking adventure in the magical world of Berryland,Jamberry,Bruce Degen,A boy goes on a berry-picking adventure with a friendly bear in a magical forest.,"friendship, adventure, imagination",whimsical,3-5,False
Johnny Tremain,Esther Forbes,https://www.goodreads.com/book/show/816870.Johnny_Tremain,Johnny Tremain,Esther Forbes,https://covers.openlibrary.org/b/id/282869-L.jpg,https://openlibrary.org/works/OL2291764W,"Johnny Tremain, a young apprentice silversmith, is caught up in the danger and excitement of 1775 Boston, just before the Revolutionary War. But even more gripping than living through the drama of Revolutionary Boston is the important discovery Johnny makes in his own life.",Johnny Tremain,Esther Forbes,"A young apprentice silversmith in 1775 Boston becomes involved in the excitement leading up to the Revolutionary War, leading to a personal discovery.","coming of age, war, history, self-discovery",adventurous,9-12,False
"My Father's Dragon (My Father's Dragon, #1)",Ruth Stiles Gannett,https://www.goodreads.com/book/show/34898.My_Father_s_Dragon,My father's dragon,Ruth Stiles Gannett,https://covers.openlibrary.org/b/id/255052-L.jpg,https://openlibrary.org/works/OL2688555W,"A young boy runs away from home to rescue an abused baby dragon held captive to serve as a free twenty-four hour, seven-days-a-week ferry for the lazy wild animals living on Wild Island.","My Father'S Dragon (My Father'S Dragon, #1)",Ruth Stiles Gannett,A young boy embarks on a daring adventure to rescue an abused baby dragon from captivity on Wild Island.,"friendship, courage, rescue, freedom",adventurous,6-8,False
The Jungle Books,Rudyard Kipling,https://www.goodreads.com/book/show/41684.The_Jungle_Books,The Jungle Book,Rudyard Kipling,https://covers.openlibrary.org/b/id/3344204-L.jpg,https://openlibrary.org/works/OL19870W,"The adventures of Mowgli, a man-child raised by wolves in the jungle, have captured the imaginations not just of children, but of all readers, for generations.",The Jungle Books,Rudyard Kipling,A man-child raised the jungle embarks on adventures that captivate readers of all ages.,"nature, adventure, identity",adventurous,8-12,False
"Days with Frog and Toad (Frog and Toad, #4)",Arnold Lobel,https://www.goodreads.com/book/show/94804.Days_with_Frog_and_Toad,Days With Frog and Toad,Arnold Lobel,https://covers.openlibrary.org/b/id/10200227-L.jpg,https://openlibrary.org/works/OL1973387W,"Good friends like Frog and Toad enjoy spending their days together. They fly kites, celebrate Toad's birthday, and share the shivers when one of them tells a scary story. Here are five funny stories that celebrate friendship all day, every day.","Days With Frog And Toad (Frog And Toad, #4)",Arnold Lobel,"A collection of five funny stories about the adventures of good friends Frog and Toad as they spend their days together celebrating birthdays, flying kites, and sharing spooky stories.","friendship, adventure, celebration",funny,4-8,False
Just Me and My Dad,Mercer Mayer,https://www.goodreads.com/book/show/239388.Just_Me_and_My_Dad,Just Me and My Dad,Mercer Mayer,https://covers.openlibrary.org/b/id/165971-L.jpg,https://openlibrary.org/works/OL79001W,"Father and son go camping, but who is really taking care of whom?",Just Me And My Dad,Mercer Mayer,A story about a father and son bonding during a camping trip.,"family, bonding, nature",heartwarming,3-5,False
The Very Busy Spider,Eric Carle,https://www.goodreads.com/book/show/556511.The_Very_Busy_Spider,The Very Busy Spider,Eric Carle,https://covers.openlibrary.org/b/id/1199659-L.jpg,https://openlibrary.org/works/OL52975W,"The farm animals try to divert a busy little spider from spinning her web, but she persists and produces a thing of both beauty and usefulness. The pictures may be felt as well as seen.",The Very Busy Spider,Eric Carle,A story about a persistent spider who creates something beautiful and useful despite distractions from farm animals.,"persistence, creativity, beauty, usefulness",determined,3-5,False
"Ramona Quimby, Age 8 (Ramona, #6)",Beverly Cleary,https://www.goodreads.com/book/show/91253.Ramona_Quimby_Age_8,"Ramona Quimby, Age 8",Beverly Cleary,https://covers.openlibrary.org/b/id/15064600-L.jpg,https://openlibrary.org/works/OL151947W,"Ramona Quimby, Age 8 (1981) is a novel by Beverly Cleary in the Ramona series. Ramona Quimby is in the third grade, now at a new school, and making some new friends. With Beezus in Jr. High and Mr. Quimby going back to college, Ramona feels the pressure with everyone counting on her to manage at school by herself and get along with Willa Jean after school every day. Ramona Quimby, Age 8 was named a Newbery Honor book in 1982.


----------
Also contained in:
[Unstoppable Ramona and Beezus](https://openlibrary.org/works/OL151945W)","Ramona Quimby, Age 8 (Ramona, #6)",Beverly Cleary,"Follow Ramona Quimby as she navigates the challenges of third grade, new friendships, and increased responsibilities at home. Named a Newbery Honor book in 1982.","friendship, growing up, family",heartwarming,8-10,False
"Shiloh (Shiloh, #1)",Phyllis Reynolds Naylor,https://www.goodreads.com/book/show/207153.Shiloh,Shiloh,Phyllis Reynolds Naylor,https://covers.openlibrary.org/b/id/10275959-L.jpg,https://openlibrary.org/works/OL13489W,"When Marty Preston comes across a young beagle in the hills behind his home, it's love at first sight—and also big trouble. It turns out the dog, which Marty names Shiloh, belongs to Judd Travers, who drinks too much and has a gun—and abuses his dogs. So when Shiloh runs away from Judd to Marty, Marty just has to hide him and protect him from Judd. But Marty's secret becomes too big for him to keep to himself, and it exposes his entire family to Judd's anger. How far will Marty have to go to make Shiloh his?","Shiloh (Shiloh, #1)",Phyllis Reynolds Naylor,"A young boy named Marty Preston finds a beagle named Shiloh in the hills near his home and decides to protect him from his abusive owner, despite the risks involved.","loyalty, compassion, courage",heartwarming,9-12,False
Don't Let the Pigeon Stay Up Late!,Mo Willems,https://www.goodreads.com/book/show/191117.Don_t_Let_the_Pigeon_Stay_Up_Late_,Don't let the pigeon stay up late!,Mo Willems,https://covers.openlibrary.org/b/id/544914-L.jpg,https://openlibrary.org/works/OL5759999W,"Needing to brush his teeth, a bus driver asks the reader to make sure that the pigeon goes to bed on time--but the bird has many excuses about why it should stay awake.",Don'T Let The Pigeon Stay Up Late!,Mo Willems,"A bus driver enlists the reader's help in getting a mischievous pigeon to go to bed on time, despite the bird's numerous excuses.","bedtime, responsibility, excuses",playful,3-5,False
Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,https://www.goodreads.com/book/show/9822.Mrs_Frisby_and_the_Rats_of_NIMH,Mrs. Frisby and the Rats of Nimh,Robert C. O'Brien,https://covers.openlibrary.org/b/id/7762286-L.jpg,https://openlibrary.org/works/OL5092623W,"Mrs. Frisby, a widowed mouse with four small children, is faced with a terrible problem. She must move her family to their summer quarters immediately, or face almost certain death. But her youngest son, Timothy, lies ill with pneumonia and must not be moved. Fortunately, she encounters the rats of NIMH, an extraordinary breed of highly intelligent creatures, who come up with a brilliant solution to her dilemma. And Mrs. Frisby in turn renders them a great service.",Mrs. Frisby And The Rats Of Nimh,Robert C. O'Brien,"A widowed mouse, Mrs. Frisby, must move her family to their summer quarters to avoid danger, but her ill son cannot be moved. She receives help from the rats of NIMH who offer a solution to her dilemma.","family, friendship, courage",heartwarming,8-12,False
Not a Box,Antoinette Portis,https://www.goodreads.com/book/show/220596.Not_a_Box,Not a Box,Antoinette Portis,https://covers.openlibrary.org/b/id/45783-L.jpg,https://openlibrary.org/works/OL277981W,"To an imaginative bunny, a box is not always just a box.",Not A Box,Antoinette Portis,A bunny's imagination transforms an ordinary box into something extraordinary.,"imagination, creativity, perception",whimsical,3-5,False
Tuesday,David Wiesner,https://www.goodreads.com/book/show/97860.Tuesday,Tuesday,David Wiesner,https://covers.openlibrary.org/b/id/255993-L.jpg,https://openlibrary.org/works/OL2971052W,"The wordless, whimsical account of a Tuesday when frogs were airborne on their lily pads.",Tuesday,David Wiesner,A whimsical and wordless story about frogs floating on lily pads one Tuesday.,"whimsical, nature, imagination",whimsical,3-5,False
The Country Bunny and the Little Gold Shoes,DuBose Heyward,https://www.goodreads.com/book/show/532752.The_Country_Bunny_and_the_Little_Gold_Shoes,The Country Bunny and the Little Gold Shoes,DuBose Heyward,https://covers.openlibrary.org/b/id/255459-L.jpg,https://openlibrary.org/works/OL244645W,mother bunny to many bunny children is assigned a very important job,The Country Bunny And The Little Gold Shoes,Dubose Heyward,A mother bunny with many bunny children is given a significant task.,"responsibility, family, cooperation",caring,3-5,False
Diary of a Worm,Doreen Cronin,https://www.goodreads.com/book/show/99296.Diary_of_a_Worm,Diary of a Worm,Doreen Cronin,https://covers.openlibrary.org/b/id/1937663-L.jpg,https://openlibrary.org/works/OL5703636W,"A young worm discovers, day by day, that there are some very good and some not so good things about being a worm in this great big world.",Diary Of A Worm,Doreen Cronin,A young worm learns about the ups and downs of being a worm in the world.,"discovery, acceptance, perspective",whimsical,3-5,False
The Wolves in the Walls,Neil Gaiman,https://www.goodreads.com/book/show/22341.The_Wolves_in_the_Walls,The Wolves in the Walls,Neil Gaiman,https://covers.openlibrary.org/b/id/7088416-L.jpg,https://openlibrary.org/works/OL679344W,"Lucy is sure there are wolves living in the walls of her house, although others in her family disagree, and when the wolves come out, the adventure begins.",The Wolves In The Walls,Neil Gaiman,"A girl named Lucy believes there are wolves living in the walls of her house, despite her family's disbelief. When the wolves emerge, an adventure unfolds.","imagination, family, bravery",adventurous,6-8,False
"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)",Carolyn Keene,https://www.goodreads.com/book/show/32979.The_Secret_of_the_Old_Clock,The secret of the old clock,Mildred Augustine Wirt Benson,https://covers.openlibrary.org/b/id/779413-L.jpg,https://openlibrary.org/works/OL39840W,Nancy Drew's keen mind is tested when she searches for a missing will.,"The Secret Of The Old Clock (Nancy Drew Mystery Stories, #1)",Carolyn Keene,A young detective uses her intelligence to find a missing will.,"mystery, problem-solving, adventure",adventurous,9-12,False
"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,https://www.goodreads.com/book/show/2767052-the-hunger-games,The Hunger Games,Suzanne Collins,https://covers.openlibrary.org/b/id/12646537-L.jpg,https://openlibrary.org/works/OL5735363W,"The Hunger Games is a 2008 dystopian novel by the American writer Suzanne Collins. It is written in the perspective of 16-year-old Katniss Everdeen, who lives in the future, post-apocalyptic nation of Panem in North America. The Capitol, a highly advanced metropolis, exercises political control over the rest of the nation. The Hunger Games is an annual event in which one boy and one girl aged 12–18 from each of the twelve districts surrounding the Capitol are selected by lottery to compete in a televised battle royale to the death.

The book received critical acclaim from major reviewers and authors. It was praised for its plot and character development. In writing The Hunger Games, Collins drew upon Greek mythology, Roman gladiatorial games, and contemporary reality television for thematic content. The novel won many awards, including the California Young Reader Medal, and was named one of Publishers Weekly's ""Best Books of the Year"" in 2008.

The Hunger Games was first published in hardcover on September 14, 2008, by Scholastic, featuring a cover designed by Tim O'Brien.","The Hunger Games (The Hunger Games, #1)",Suzanne Collins,A dystopian novel set in a future where teenagers are selected to fight to the death in a televised event. The story follows 16-year-old Katniss Everdeen as she navigates the brutal Hunger Games competition.,"survival, oppression, sacrifice, rebellion",dark,13-18,False
Jumanji,Chris Van Allsburg,https://www.goodreads.com/book/show/525995.Jumanji,Jumanji,Chris Van Allsburg,https://covers.openlibrary.org/b/id/255573-L.jpg,https://openlibrary.org/works/OL3743769W,"Left on their own for an afternoon, two bored and restless children find more excitement than they bargained for in a mysterious and mystical jungle adventure board game.",Jumanji,Chris Van Allsburg,Two bored children discover adventure in a mystical jungle board game.,"imagination, adventure, mystery",adventurous,6-8,False
The Miraculous Journey of Edward Tulane,Kate DiCamillo,https://www.goodreads.com/book/show/37186.The_Miraculous_Journey_of_Edward_Tulane,The Miraculous Journey of Edward Tulane,Kate DiCamillo,https://covers.openlibrary.org/b/id/3326249-L.jpg,https://openlibrary.org/works/OL468661W,"Once, in a house on Egypt Street, there lived a china rabbit named Edward Tulane. The rabbit was very pleased with himself, and for good reason: he was owned by a girl named Abilene, who adored him completely. And then, one day, he was lost...Kate DiCamillo takes us on an extraordinary journey, from the depths of the ocean to the net of a fisherman, from the bedside of an ailing child to the bustling streets of Memphis. Along the way, we are shown a miracle—that even a heart of the most breakable kind can learn to love, to lose, and to love again.",The Miraculous Journey Of Edward Tulane,Kate Dicamillo,"A china rabbit named Edward Tulane is lost and goes on a journey that teaches him about love, loss, and the power of the heart to love again.","love, loss, journey, hope",emotional,8-12,False
"Danny and the Dinosaur (Danny and the Dinosaur, #1)",Syd Hoff,https://www.goodreads.com/book/show/858037.Danny_and_the_Dinosaur,Danny and the Dinosaur,Syd Hoff,https://covers.openlibrary.org/b/id/36107-L.jpg,https://openlibrary.org/works/OL106091W,A little boy is surprised and pleased when one of the dinosaurs from the museum agrees to play with him.,"Danny And The Dinosaur (Danny And The Dinosaur, #1)",Syd Hoff,A little boy befriends a dinosaur from the museum and they play together.,"friendship, imagination, playfulness",whimsical,3-5,False
The Library,Sarah Stewart,https://www.goodreads.com/book/show/858586.The_Library,The library,Sarah Stewart,https://covers.openlibrary.org/b/id/8189068-L.jpg,https://openlibrary.org/works/OL12355649W,"Elizabeth Brown loves to read more than anything else, but when her collection of books grows and grows, she must make a change in her life.",The Library,Sarah Stewart,A girl who loves reading must deal with her growing collection of books.,"love of reading, organization, change",reflective,3-5,False
The Tiger Who Came to Tea,Judith Kerr,https://www.goodreads.com/book/show/1099097.The_Tiger_Who_Came_to_Tea,The Tiger Who Came to Tea,Judith Kerr,https://covers.openlibrary.org/b/id/2306507-L.jpg,https://openlibrary.org/works/OL1742438W,"A tiger comes to tea at Sophie's house and eats and drinks everything in sight, so that there is nothing left for Daddy's supper.",The Tiger Who Came To Tea,Judith Kerr,"A tiger unexpectedly visits Sophie's house, eating and drinking everything in sight, leaving nothing for Daddy's supper.","imagination, friendship, sharing",whimsical,3-5,False
"Wonder (Wonder, #1)",R.J. Palacio,https://www.goodreads.com/book/show/11387515-wonder,Wonder,R. J. Palacio,https://covers.openlibrary.org/b/id/8223160-L.jpg,https://openlibrary.org/works/OL16142094W,"Wonder is a children's novel written by R. J. Palacio,[2] published on 14 February 2012.

R. J. Palacio wrote Wonder after an incident where her son noticed a girl with a severe facial difference and started to cry. Fearing he would react badly, Palacio attempted to remove her son from the situation so as not to upset the girl and her family but ended up worsening the situation. Natalie Merchant's song of the same name made her realize that the incident could illustrate a valuable lesson. Palacio was inspired by Merchant's lyrics and she began writing. She named the book directly after the song and used the song's chorus as the prologue of the first chapter.","Wonder (Wonder, #1)",R.J. Palacio,"A novel inspired by a real-life incident about a boy with a facial difference, highlighting the importance of empathy and kindness.","empathy, kindness, acceptance",heartwarming,9-12,False
Verdi,Janell Cannon,https://www.goodreads.com/book/show/970061.Verdi,Verdi,Janell Cannon,https://covers.openlibrary.org/b/id/14424577-L.jpg,https://openlibrary.org/works/OL86708W,"Deep in the jungle where all the pythons are green, Verdi is born a little bit different. This gorgeously illustrated picture book from the creator of Stellaluna sends a timely message to young readers about the importance of loving the skin you're in.

Young Verdi doesn’t want to grow up big and green. He likes his bright yellow skin and sporty stripes. Besides, all the green snakes he meets are lazy, boring, and rude. When Verdi finds a pale green stripe stretching along his whole body, he tries every trick he can think of to get rid of it—and ends up in a heap of trouble. Despite his efforts, Verdi turns green, but to his delight, he discovers that being green doesn’t mean he has to stop being himself.",Verdi,Janell Cannon,"A gorgeously illustrated picture book tells the story of Verdi, a young snake who struggles with the idea of growing up big and green in a jungle full of green pythons. Through his journey, Verdi learns the importance of self-acceptance and embracing his true identity.","self-acceptance, identity, acceptance of others",uplifting,3-5,False
