title,author,goodreads_url
Owl Babies,Martin Waddell,https://www.goodreads.com/book/show/716944.Owl_Babies
Each Peach Pear Plum,Janet Ahlberg,https://www.goodreads.com/book/show/833550.Each_Peach_Pear_Plum
"Hand, Hand, Fingers, Thumb (Bright & Early Board Books)",Al Perkins,https://www.goodreads.com/book/show/857501.Hand_Hand_Fingers_Thumb
Jamberry,Bruce Degen,https://www.goodreads.com/book/show/886512.Jamberry
Angelina Ballerina,Katharine Holabird,https://www.goodreads.com/book/show/492812.Angelina_Ballerina
Johnny Tremain,Esther Forbes,https://www.goodreads.com/book/show/816870.Johnny_Tremain
"Lyle, Lyle, Crocodile",Bernard Waber,https://www.goodreads.com/book/show/372638.Lyle_Lyle_Crocodile
"My Father's Dragon (My Father's Dragon, #1)",Ruth Stiles Gannett,https://www.goodreads.com/book/show/34898.My_Father_s_Dragon
Is Your Mama a Llama?,Deborah Guarino,https://www.goodreads.com/book/show/770038.Is_Your_Mama_a_Llama_
The Jungle Books,Rudyard Kipling,https://www.goodreads.com/book/show/41684.The_Jungle_Books
"Days with Frog and Toad (Frog and Toad, #4)",Arnold Lobel,https://www.goodreads.com/book/show/94804.Days_with_Frog_and_Toad
Just Me and My Dad,Mercer Mayer,https://www.goodreads.com/book/show/239388.Just_Me_and_My_Dad
The Very Busy Spider,Eric Carle,https://www.goodreads.com/book/show/556511.The_Very_Busy_Spider
Aesop’s Fables,Aesop,https://www.goodreads.com/book/show/21348.Aesop_s_Fables
"Ramona Quimby, Age 8 (Ramona, #6)",Beverly Cleary,https://www.goodreads.com/book/show/91253.Ramona_Quimby_Age_8
"Shiloh (Shiloh, #1)",Phyllis Reynolds Naylor,https://www.goodreads.com/book/show/207153.Shiloh
Don't Let the Pigeon Stay Up Late!,Mo Willems,https://www.goodreads.com/book/show/191117.Don_t_Let_the_Pigeon_Stay_Up_Late_
Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,https://www.goodreads.com/book/show/9822.Mrs_Frisby_and_the_Rats_of_NIMH
Not a Box,Antoinette Portis,https://www.goodreads.com/book/show/220596.Not_a_Box
The Tiny Caterpillar and the Great Big Tree,Kelly Moran,https://www.goodreads.com/book/show/6722283-the-tiny-caterpillar-and-the-great-big-tree
Tuesday,David Wiesner,https://www.goodreads.com/book/show/97860.Tuesday
The Country Bunny and the Little Gold Shoes,DuBose Heyward,https://www.goodreads.com/book/show/532752.The_Country_Bunny_and_the_Little_Gold_Shoes
Diary of a Worm,Doreen Cronin,https://www.goodreads.com/book/show/99296.Diary_of_a_Worm
The Foot Book: Dr. Seuss's Wacky Book of Opposites,Dr. Seuss,https://www.goodreads.com/book/show/105548.The_Foot_Book
Walt Disney's Three Little Pigs (A Little Golden Book),Al Dempster,https://www.goodreads.com/book/show/140131.Walt_Disney_s_Three_Little_Pigs
The Brothers Lionheart,Astrid Lindgren,https://www.goodreads.com/book/show/19312.The_Brothers_Lionheart
The Wolves in the Walls,Neil Gaiman,https://www.goodreads.com/book/show/22341.The_Wolves_in_the_Walls
Alice in Wonderland,Jane Carruth,https://www.goodreads.com/book/show/13023.Alice_in_Wonderland
A Pet Banana,Othen Donald Dale Cummings,https://www.goodreads.com/book/show/15823956-a-pet-banana
"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)",Carolyn Keene,https://www.goodreads.com/book/show/32979.The_Secret_of_the_Old_Clock
"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,https://www.goodreads.com/book/show/2767052-the-hunger-games
Jumanji,Chris Van Allsburg,https://www.goodreads.com/book/show/525995.Jumanji
The Miraculous Journey of Edward Tulane,Kate DiCamillo,https://www.goodreads.com/book/show/37186.The_Miraculous_Journey_of_Edward_Tulane
Pinocchio,Carlo Collodi,https://www.goodreads.com/book/show/180617.Pinocchio
"Danny and the Dinosaur (Danny and the Dinosaur, #1)",Syd Hoff,https://www.goodreads.com/book/show/858037.Danny_and_the_Dinosaur
Serendipity (Serendipity Books),Stephen Cosgrove,https://www.goodreads.com/book/show/262050.Serendipity
"Miss Nelson Is Back (Miss Nelson, #2)",Harry Allard,https://www.goodreads.com/book/show/279692.Miss_Nelson_Is_Back
Turtle Wish,Murielle Cyr,https://www.goodreads.com/book/show/19029493-turtle-wish
The Six Lives of Henry the Eighth: The world's most unlucky cat!,Malcolm McCoard,https://www.goodreads.com/book/show/39816138-the-six-lives-of-henry-the-eighth
The Library,Sarah Stewart,https://www.goodreads.com/book/show/858586.The_Library
The Tiger Who Came to Tea,Judith Kerr,https://www.goodreads.com/book/show/1099097.The_Tiger_Who_Came_to_Tea
Pierre: A Cautionary Tale in Five Chapters and a Prologue,Maurice Sendak,https://www.goodreads.com/book/show/120715.Pierre
A Color of His Own,Leo Lionni,https://www.goodreads.com/book/show/225545.A_Color_of_His_Own
My First Fun Golf Steps (My First Travel Books Series),Anna Othitis,https://www.goodreads.com/book/show/22030490-my-first-fun-golf-steps
"Wonder (Wonder, #1)",R.J. Palacio,https://www.goodreads.com/book/show/11387515-wonder
Dragons Don't Dance Ballet,Jennifer Carson,https://www.goodreads.com/book/show/55773277-dragons-don-t-dance-ballet
Verdi,Janell Cannon,https://www.goodreads.com/book/show/970061.Verdi
Duck on a Bike,David Shannon,https://www.goodreads.com/book/show/920780.Duck_on_a_Bike
The Berenstain Bears and Too Much TV,Stan Berenstain,https://www.goodreads.com/book/show/201138.The_Berenstain_Bears_and_Too_Much_TV
"Hatchet (Brian's Saga, #1)",Gary Paulsen,https://www.goodreads.com/book/show/50.Hatchet
Richard Scarry's Best Storybook Ever!,Richard Scarry,https://www.goodreads.com/book/show/117170.Richard_Scarry_s_Best_Storybook_Ever_
"Moo, Baa, La La La!",Sandra Boynton,https://www.goodreads.com/book/show/4600.Moo_Baa_La_La_La_
The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,https://www.goodreads.com/book/show/59715.The_Authoritative_Calvin_and_Hobbes
"Good Dog, Carl (Good Dog, Carl, #1)",Alexandra Day,https://www.goodreads.com/book/show/406790.Good_Dog_Carl
Cars and Trucks and Things That Go,Richard Scarry,https://www.goodreads.com/book/show/24688.Cars_and_Trucks_and_Things_That_Go
The Eleventh Hour,Graeme Base,https://www.goodreads.com/book/show/11903.The_Eleventh_Hour
Fruzzle's Mystery Talent: A Bed Time Fantasy Story for Children ages 3-10,Karen (Kara) Brueggeman,https://www.goodreads.com/book/show/18930938-fruzzle-s-mystery-talent
Mr. Brown Can Moo! Can You?,Dr. Seuss,https://www.goodreads.com/book/show/105552.Mr_Brown_Can_Moo_Can_You_
Paddington Bear,Michael Bond,https://www.goodreads.com/book/show/705985.Paddington_Bear
Put Me in the Zoo,Robert Lopshire,https://www.goodreads.com/book/show/413158.Put_Me_in_the_Zoo
Aboard the Time Line,Bastian Gregory,https://www.goodreads.com/book/show/57962481-aboard-the-time-line
Time for Bed,Mem Fox,https://www.goodreads.com/book/show/835495.Time_for_Bed
The Berenstain Bears and Too Much Junk Food,Stan Berenstain,https://www.goodreads.com/book/show/263601.The_Berenstain_Bears_and_Too_Much_Junk_Food
And Tango Makes Three,Justin Richardson,https://www.goodreads.com/book/show/117997.And_Tango_Makes_Three
The True Confessions of Charlotte Doyle,Avi,https://www.goodreads.com/book/show/310146.The_True_Confessions_of_Charlotte_Doyle
"The Missing Piece (The Missing Piece, #1)",Shel Silverstein,https://www.goodreads.com/book/show/30122.The_Missing_Piece
"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,https://www.goodreads.com/book/show/84369.The_Last_Battle
The Ugly Duckling,Jerry Pinkney,https://www.goodreads.com/book/show/122967.The_Ugly_Duckling
"The Book of Three (The Chronicles of Prydain, #1)",Lloyd Alexander,https://www.goodreads.com/book/show/24780.The_Book_of_Three
"Ramona the Brave (Ramona, #3)",Beverly Cleary,https://www.goodreads.com/book/show/91248.Ramona_the_Brave
"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,https://www.goodreads.com/book/show/140225.The_Voyage_of_the_Dawn_Treader
Nutcracker,Maurice Sendak,https://www.goodreads.com/book/show/120718.Nutcracker
Cowboy Mike and Winston Attend Cowboy Church,Michael Eastwood,https://www.goodreads.com/book/show/77261407-cowboy-mike-and-winston-attend-cowboy-church
Ish,Peter H. Reynolds,https://www.goodreads.com/book/show/765654.Ish
"Five Children and It (The Psammead Trilogy, #1)",E. Nesbit,https://www.goodreads.com/book/show/45181.Five_Children_and_It
Dr. Seuss's Sleep Book,Dr. Seuss,https://www.goodreads.com/book/show/7772.Dr_Seuss_s_Sleep_Book
"Charlie and the Great Glass Elevator (Charlie Bucket, #2)",Roald Dahl,https://www.goodreads.com/book/show/6687.Charlie_and_the_Great_Glass_Elevator
Quick as a Cricket,Audrey Wood,https://www.goodreads.com/book/show/815263.Quick_as_a_Cricket
Wendall,Othen Donald Dale Cummings,https://www.goodreads.com/book/show/17936052-wendall
If You Take a Mouse to School,Laura Numeroff,https://www.goodreads.com/book/show/826582.If_You_Take_a_Mouse_to_School
The Amazing Super Great Awesome Incredible Fantastic Space Race!,Othen Donald Dale Cummings,https://www.goodreads.com/book/show/15823808-the-amazing-super-great-awesome-incredible-fantastic-space-race
I'd Rather Be Riding My Bike,Eric Pinder,https://www.goodreads.com/book/show/17555774-i-d-rather-be-riding-my-bike
Flotsam,David Wiesner,https://www.goodreads.com/book/show/138070.Flotsam
Just Me and My Mom (A Golden Look-Look Book),Mercer Mayer,https://www.goodreads.com/book/show/386210.Just_Me_and_My_Mom
"Roll of Thunder, Hear My Cry (Logans, #4)",Mildred D. Taylor,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",Trenton Lee Stewart,https://www.goodreads.com/book/show/40605329-the-mysterious-benedict-society
Tuck Everlasting,Natalie Babbitt,https://www.goodreads.com/book/show/84981.Tuck_Everlasting
The Friendly Mouse,Sophia R. Tyler,https://www.goodreads.com/book/show/60682770-the-friendly-mouse
The Egypt Game (Game #1),Zilpha Keatley Snyder,https://www.goodreads.com/book/show/903.The_Egypt_Game
"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,https://www.goodreads.com/book/show/29127.The_Last_Unicorn
"The Mysterious Corridor (Duke & Michel, #1)",Elias Zapple,https://www.goodreads.com/book/show/22182961-the-mysterious-corridor
If I Ran the Zoo,Dr. Seuss,https://www.goodreads.com/book/show/147029.If_I_Ran_the_Zoo
Danny the Champion of the World,Roald Dahl,https://www.goodreads.com/book/show/6690.Danny_the_Champion_of_the_World
"Half Magic (Tales of Magic, #1)",Edward Eager,https://www.goodreads.com/book/show/225038.Half_Magic
"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,https://www.goodreads.com/book/show/307791.The_City_of_Ember
Giraffes Can't Dance,Giles Andreae,https://www.goodreads.com/book/show/765148.Giraffes_Can_t_Dance
Jay-Pea-Eyes Aka Junior Private Investigators,John  Priest,https://www.goodreads.com/book/show/15901677-jay-pea-eyes-aka-junior-private-investigators
Dr. Julie Visits Cowboy Mike and Winston,Michael Eastwood,https://www.goodreads.com/book/show/77261401-dr-julie-visits-cowboy-mike-and-winston
A Day at Blue Mountain Ranch with Cowboy Mike and Winston,Michael Eastwood,https://www.goodreads.com/book/show/58195691-a-day-at-blue-mountain-ranch-with-cowboy-mike-and-winston
"A Bear Called Paddington (Paddington, #1)",Michael Bond,https://www.goodreads.com/book/show/160629.A_Bear_Called_Paddington
Chicken Little,Steven Kellogg,https://www.goodreads.com/book/show/1101274.Chicken_Little
An Elephant Is On My House: And Other Poems,Othen Donald Dale Cummings,https://www.goodreads.com/book/show/22204746-an-elephant-is-on-my-house
Leo the Late Bloomer,Robert Kraus,https://www.goodreads.com/book/show/225542.Leo_the_Late_Bloomer
"We Are in a Book! (Elephant & Piggie, #13)",Mo Willems,https://www.goodreads.com/book/show/7846067-we-are-in-a-book
Room on the Broom,Julia Donaldson,https://www.goodreads.com/book/show/177246.Room_on_the_Broom
Just for You (A Golden Look-Look Book),Mercer Mayer,https://www.goodreads.com/book/show/386234.Just_for_You
The Five Chinese Brothers,Claire Huchet Bishop,https://www.goodreads.com/book/show/65217.The_Five_Chinese_Brothers
Timothy Mean and the Time Machine,William A.E. Ford,https://www.goodreads.com/book/show/43617901-timothy-mean-and-the-time-machine
Black Beauty,Anna Sewell,https://www.goodreads.com/book/show/3685.Black_Beauty
Waffles and Pancakes,Cindy Springsteen,https://www.goodreads.com/book/show/13606431-waffles-and-pancakes
The Secret of the Great Red Spot (The Jupiter Chronicles #1),Leonardo Ramirez,https://www.goodreads.com/book/show/15711784-the-secret-of-the-great-red-spot
The Carrot Seed,Ruth Krauss,https://www.goodreads.com/book/show/857418.The_Carrot_Seed
"The Dark Is Rising (The Dark is Rising, #2)",Susan Cooper,https://www.goodreads.com/book/show/210329.The_Dark_Is_Rising
"The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)",A.A. Milne,https://www.goodreads.com/book/show/99110.The_Complete_Tales_and_Poems_of_Winnie_the_Pooh
"Jellybean the Dragon (The Jellybean the Dragon Stories, #1)",Elias Zapple,https://www.goodreads.com/book/show/18776164-jellybean-the-dragon
Momo,Michael Ende,https://www.goodreads.com/book/show/68811.Momo
"Henry Huggins (Henry Huggins, #1)",Beverly Cleary,https://www.goodreads.com/book/show/568476.Henry_Huggins
The Jolly Postman or Other People's Letters,Janet Ahlberg,https://www.goodreads.com/book/show/385250.The_Jolly_Postman_or_Other_People_s_Letters
Elias Zapple's Rhymes from the Cabbage Patch,Elias Zapple,https://www.goodreads.com/book/show/22306115-elias-zapple-s-rhymes-from-the-cabbage-patch
Happy Halloween,Othen Donald Dale Cummings,https://www.goodreads.com/book/show/20363899-happy-halloween
The Quiltmaker's Gift,Jeff Brumbeau,https://www.goodreads.com/book/show/56471.The_Quiltmaker_s_Gift
The Mysteries of Harris Burdick,Chris Van Allsburg,https://www.goodreads.com/book/show/55734.The_Mysteries_of_Harris_Burdick
"Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle, #2)",Betty MacDonald,https://www.goodreads.com/book/show/25052.Mrs_Piggle_Wiggle_s_Magic
Holly Jolly: Campfire Stories,JK Franko Junior,https://www.goodreads.com/book/show/56071182-holly-jolly
Shapes Las Formas,Othen Donald Dale Cummings,https://www.goodreads.com/book/show/19385031-shapes-las-formas
"It's Time To Wake, Jake!",Amanda Beth Connolly,https://www.goodreads.com/book/show/50693728-it-s-time-to-wake-jake
Switch! The Lost Kingdoms of Karibu,Karen  Prince,https://www.goodreads.com/book/show/18333130-switch-the-lost-kingdoms-of-karibu
"The Wolves of Willoughby Chase (The Wolves Chronicles, #1)",Joan Aiken,https://www.goodreads.com/book/show/36638.The_Wolves_of_Willoughby_Chase
Pippi in the South Seas,Astrid Lindgren,https://www.goodreads.com/book/show/19307.Pippi_in_the_South_Seas
"Giggle, Giggle, Quack",Doreen Cronin,https://www.goodreads.com/book/show/191170.Giggle_Giggle_Quack
The Seven Silly Eaters,Mary Ann Hoberman,https://www.goodreads.com/book/show/204910.The_Seven_Silly_Eaters
"Over Sea, Under Stone (The Dark is Rising, #1)",Susan Cooper,https://www.goodreads.com/book/show/11312.Over_Sea_Under_Stone
Bears in the Night,Stan Berenstain,https://www.goodreads.com/book/show/900067.Bears_in_the_Night
"Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)",Mo Willems,https://www.goodreads.com/book/show/515905.Knuffle_Bunny_Too
"The Steward (Weald Fae Journals, #1)",Christopher  Shields,https://www.goodreads.com/book/show/16031258-the-steward
African Safari with Ted and Raymond,Rhonda Patton,https://www.goodreads.com/book/show/17789633-african-safari-with-ted-and-raymond
World Adventurers for Kids Books 1-3,M.G. Edwards,https://www.goodreads.com/book/show/18141423-world-adventurers-for-kids-books-1-3
A Porcupine Named Fluffy,Helen Lester,https://www.goodreads.com/book/show/859427.A_Porcupine_Named_Fluffy
Button,Joyce  Mitchell,https://www.goodreads.com/book/show/22588031-button
Little Blue and Little Yellow: A Story for Pippo and Other Children,Leo Lionni,https://www.goodreads.com/book/show/183524.Little_Blue_and_Little_Yellow
Hansel and Gretel,Jacob Grimm,https://www.goodreads.com/book/show/1299393.Hansel_and_Gretel
"My Side of the Mountain (Mountain, #1)",Jean Craighead George,https://www.goodreads.com/book/show/41667.My_Side_of_the_Mountain
"The Complete Anne of Green Gables (Anne of Green Gables, #1-8)",L.M. Montgomery,https://www.goodreads.com/book/show/3579.The_Complete_Anne_of_Green_Gables
The Way Things Work,David Macaulay,https://www.goodreads.com/book/show/304889.The_Way_Things_Work
"The Substitute Teacher from the Black Lagoon (Black Lagoon, #15)",Mike Thaler,https://www.goodreads.com/book/show/647651.The_Substitute_Teacher_from_the_Black_Lagoon
"One Fish, Two Fish, Red Fish, Blue Fish/Oh, the Thinks You Can Think/Foot Book",Dr. Seuss,https://www.goodreads.com/book/show/2070930.One_Fish_Two_Fish_Red_Fish_Blue_Fish_Oh_the_Thinks_You_Can_Think_Foot_Book
"All-of-a-Kind Family (All-of-a-Kind-Family, #1)",Sydney Taylor,https://www.goodreads.com/book/show/7926.All_of_a_Kind_Family
How Do Dinosaurs Clean Their Rooms?,Jane Yolen,https://www.goodreads.com/book/show/81155.How_Do_Dinosaurs_Clean_Their_Rooms_
The Tales of Peter the Pixie Vol 1: New Friends,Gary Edward Gedall,https://www.goodreads.com/book/show/58747896-the-tales-of-peter-the-pixie-vol-1
"Oh, the Thinks You Can Think!",Dr. Seuss,https://www.goodreads.com/book/show/41757.Oh_the_Thinks_You_Can_Think_
"The Vincenzo Adventure (Fingertip Island, #1)",Ned Rauch-Mannino,https://www.goodreads.com/book/show/9418374-the-vincenzo-adventure
Lessons from Shadow: My Life Lessons for Boys and Girls,Shadow Bregman,https://www.goodreads.com/book/show/34504345-lessons-from-shadow
Goblinheart,Brett Axel,https://www.goodreads.com/book/show/13602221-goblinheart
Wilfrid Gordon McDonald Partridge,Mem Fox,https://www.goodreads.com/book/show/153168.Wilfrid_Gordon_McDonald_Partridge
I Know An Old Woman Who Swallowed A Fly,Nikki  Smith,https://www.goodreads.com/book/show/6345531-i-know-an-old-woman-who-swallowed-a-fly
Esio Trot,Roald Dahl,https://www.goodreads.com/book/show/194755.Esio_Trot
Touching the moon,Malcolm McCoard,https://www.goodreads.com/book/show/43077954-touching-the-moon
The Curse of Cardoness: Maya's Magical Adventures continue,Malcolm McCoard,https://www.goodreads.com/book/show/48557706-the-curse-of-cardoness
"Princess Academy (Princess Academy, #1)",Shannon Hale,https://www.goodreads.com/book/show/85990.Princess_Academy
"The Voyages of Doctor Dolittle (Doctor Dolittle, #2)",Hugh Lofting,https://www.goodreads.com/book/show/325416.The_Voyages_of_Doctor_Dolittle
The Berenstain Bears No Girls Allowed,Stan Berenstain,https://www.goodreads.com/book/show/310039.The_Berenstain_Bears_No_Girls_Allowed
Johnny Appleseed: A Tall Tale,Steven Kellogg,https://www.goodreads.com/book/show/917184.Johnny_Appleseed
"Anne of the Island (Anne of Green Gables, #3)",L.M. Montgomery,https://www.goodreads.com/book/show/77392.Anne_of_the_Island
The Fire Cat,Esther Averill,https://www.goodreads.com/book/show/169427.The_Fire_Cat
The Complete Book of the Flower Fairies,Cicely Mary Barker,https://www.goodreads.com/book/show/402105.The_Complete_Book_of_the_Flower_Fairies
"Ronia, the Robber's Daughter",Astrid Lindgren,https://www.goodreads.com/book/show/19314.Ronia_the_Robber_s_Daughter
The Berenstain Bears in the Dark,Stan Berenstain,https://www.goodreads.com/book/show/310070.The_Berenstain_Bears_in_the_Dark
The Wide-Mouthed Frog: A Pop-Up Book,Keith Faulkner,https://www.goodreads.com/book/show/106559.The_Wide_Mouthed_Frog
A Fly Went By,Mike McClintock,https://www.goodreads.com/book/show/980501.A_Fly_Went_By
Monster's Battle Book 1,Othen Donald Dale Cummings,https://www.goodreads.com/book/show/15831687-monster-s-battle-book-1
Adventures of Wallanders,Alex Letner,https://www.goodreads.com/book/show/51548618-adventures-of-wallanders
The Coven of Deeds,Malcolm McCoard,https://www.goodreads.com/book/show/58990727-the-coven-of-deeds
Abigail and the Jungle Adventure,Tali Carmi,https://www.goodreads.com/book/show/20445451-abigail-and-the-jungle-adventure
"Papa, Please Get the Moon for Me",Eric Carle,https://www.goodreads.com/book/show/47674.Papa_Please_Get_the_Moon_for_Me
On the Day You Were Born: Book and Musical CD,Debra Frasier,https://www.goodreads.com/book/show/74819.On_the_Day_You_Were_Born
"Ramona and Her Father (Ramona, #4)",Beverly Cleary,https://www.goodreads.com/book/show/91247.Ramona_and_Her_Father
Silly Sally,Audrey Wood,https://www.goodreads.com/book/show/815262.Silly_Sally
"Bark, George",Jules Feiffer,https://www.goodreads.com/book/show/595586.Bark_George
Piggies,Audrey Wood,https://www.goodreads.com/book/show/815264.Piggies
The Pigeon Finds a Hot Dog!,Mo Willems,https://www.goodreads.com/book/show/197512.The_Pigeon_Finds_a_Hot_Dog_
There's an Alligator under My Bed (There's Something in My Room Series),Mercer Mayer,https://www.goodreads.com/book/show/724174.There_s_an_Alligator_under_My_Bed
"The Best Christmas Pageant Ever (The Herdmans, #1)",Barbara Robinson,https://www.goodreads.com/book/show/239810.The_Best_Christmas_Pageant_Ever
"Echo McCool, Outlaw Through Time",Roger K. Driscoll,https://www.goodreads.com/book/show/10623239-echo-mccool-outlaw-through-time
The Book of Noise!,Othen Donald Dale Cummings,https://www.goodreads.com/book/show/24961930-the-book-of-noise
If You Take a Mouse to the Movies,Laura Numeroff,https://www.goodreads.com/book/show/826583.If_You_Take_a_Mouse_to_the_Movies
"Emily of New Moon (Emily, #1)",L.M. Montgomery,https://www.goodreads.com/book/show/3562.Emily_of_New_Moon
Murder in the Coven: Maya's Magical Adventures continue,Malcolm McCoard,https://www.goodreads.com/book/show/50281680-murder-in-the-coven
Black Beauty,John Davage,https://www.goodreads.com/book/show/4607690-black-beauty
"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,https://www.goodreads.com/book/show/6294.Howl_s_Moving_Castle
"The 101 Dalmatians (The Hundred and One Dalmatians, #1)",Dodie Smith,https://www.goodreads.com/book/show/511614.The_101_Dalmatians
"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,https://www.goodreads.com/book/show/65641.The_Silver_Chair
Parts,Tedd Arnold,https://www.goodreads.com/book/show/1197646.Parts
They Came From The North,Malcolm McCoard,https://www.goodreads.com/book/show/54267027-they-came-from-the-north
Mischief and the Guardian Cats,Malcolm McCoard,https://www.goodreads.com/book/show/56177889-mischief-and-the-guardian-cats
"It's a Busy, Busy World",Richard Scarry,https://www.goodreads.com/book/show/1425766.It_s_a_Busy_Busy_World
The Very Quiet Cricket,Eric Carle,https://www.goodreads.com/book/show/125423.The_Very_Quiet_Cricket
The Berenstain Bears Get the Gimmies,Stan Berenstain,https://www.goodreads.com/book/show/1129297.The_Berenstain_Bears_Get_the_Gimmies
Maniac Magee,Jerry Spinelli,https://www.goodreads.com/book/show/139463.Maniac_Magee
The Hat,Jan Brett,https://www.goodreads.com/book/show/196951.The_Hat
The Adventures of Huckleberry Finn,Mark Twain,https://www.goodreads.com/book/show/2956.The_Adventures_of_Huckleberry_Finn
"A Swiftly Tilting Planet (Time Quintet, #3)",Madeleine L'Engle,https://www.goodreads.com/book/show/77276.A_Swiftly_Tilting_Planet
The Owl and the Pussycat,Edward Lear,https://www.goodreads.com/book/show/716946.The_Owl_and_the_Pussycat
Fetch,Adam Glendon Sidwell,https://www.goodreads.com/book/show/22022641-fetch
The Magic of Maxwell and His Tail,Maureen Stolar Kanefield,https://www.goodreads.com/book/show/22706552-the-magic-of-maxwell-and-his-tail
"Peter Nimble and His Fantastic Eyes (Peter Nimble, #1)",Jonathan Auxier,https://www.goodreads.com/book/show/10806008-peter-nimble-and-his-fantastic-eyes
"Blue Hat, Green Hat",Sandra Boynton,https://www.goodreads.com/book/show/252268.Blue_Hat_Green_Hat
The Empty Pot,Demi,https://www.goodreads.com/book/show/332575.The_Empty_Pot
It Looked Like Spilt Milk,Charles G. Shaw,https://www.goodreads.com/book/show/820274.It_Looked_Like_Spilt_Milk
Terry Treetop Finds New Friends (The Terry Treetop Series),Tali Carmi,https://www.goodreads.com/book/show/19332307-terry-treetop-finds-new-friends
Sector 7,David Wiesner,https://www.goodreads.com/book/show/29313.Sector_7
Snuggle Puppy!,Sandra Boynton,https://www.goodreads.com/book/show/117140.Snuggle_Puppy_
Where Is My Home?,Tali Carmi,https://www.goodreads.com/book/show/18914978-where-is-my-home
"Otherwise Known as Sheila the Great (Fudge, #2)",Judy Blume,https://www.goodreads.com/book/show/80670.Otherwise_Known_as_Sheila_the_Great
The Saggy Baggy Elephant,Kathryn Jackson,https://www.goodreads.com/book/show/825576.The_Saggy_Baggy_Elephant
On Beyond Zebra!,Dr. Seuss,https://www.goodreads.com/book/show/330.On_Beyond_Zebra_
"Catching Fire (The Hunger Games, #2)",Suzanne Collins,https://www.goodreads.com/book/show/6148028-catching-fire
The Complete Tales,Beatrix Potter,https://www.goodreads.com/book/show/19330.The_Complete_Tales
Terry Treetop and the Lost Egg,Tali Carmi,https://www.goodreads.com/book/show/20367560-terry-treetop-and-the-lost-egg
Tom's Midnight Garden,Philippa Pearce,https://www.goodreads.com/book/show/543086.Tom_s_Midnight_Garden
"The Tale of Two Bad Mice (World of Beatrix Potter, #5)",Beatrix Potter,https://www.goodreads.com/book/show/585747.The_Tale_of_Two_Bad_Mice
Scuffy the Tugboat,Gertrude Crampton,https://www.goodreads.com/book/show/579143.Scuffy_the_Tugboat
"On the Banks of Plum Creek (Little House, #4)",Laura Ingalls Wilder,https://www.goodreads.com/book/show/7882.On_the_Banks_of_Plum_Creek
SMILES FOR THE HOLIDAYS: Silly Seasonal Short Stories,Nancy O'Meara,https://www.goodreads.com/book/show/200724335-smiles-for-the-holidays
Belly Button Book,Sandra Boynton,https://www.goodreads.com/book/show/488883.Belly_Button_Book
"The Magic Faraway Tree (The Faraway Tree, #2)",Enid Blyton,https://www.goodreads.com/book/show/74998.The_Magic_Faraway_Tree
Whistle for Willie,Ezra Jack Keats,https://www.goodreads.com/book/show/1024465.Whistle_for_Willie
Elmer,David McKee,https://www.goodreads.com/book/show/1223119.Elmer
The Complete Grimm's Fairy Tales,Jacob Grimm,https://www.goodreads.com/book/show/22917.The_Complete_Grimm_s_Fairy_Tales
The Scrambled States of America,Laurie Keller,https://www.goodreads.com/book/show/199485.The_Scrambled_States_of_America
Where's Waldo?,Martin Handford,https://www.goodreads.com/book/show/344189.Where_s_Waldo_
Something from Nothing,Phoebe Gilman,https://www.goodreads.com/book/show/887573.Something_from_Nothing
The Twenty-One Balloons,William Pène du Bois,https://www.goodreads.com/book/show/837501.The_Twenty_One_Balloons
The Frog and Toad Treasury: Frog and Toad are Friends/Frog and Toad Together/Frog and Toad All Year  (Frog and Toad #1-3),Arnold Lobel,https://www.goodreads.com/book/show/94807.The_Frog_and_Toad_Treasury
"The Cat's Maw (The Shadowland Saga, #1)",Brooke Burgess,https://www.goodreads.com/book/show/23247631-the-cat-s-maw
"My First Animal Moves: A Children's Book to Encourage Kids and Their Parents to Move More, Sit Less and Decrease Screen Time",Darryl Edwards,https://www.goodreads.com/book/show/59034547-my-first-animal-moves
Karlsson on the Roof,Astrid Lindgren,https://www.goodreads.com/book/show/42318.Karlsson_on_the_Roof
The Railway Children,E. Nesbit,https://www.goodreads.com/book/show/164531.The_Railway_Children
The View from Saturday,E.L. Konigsburg,https://www.goodreads.com/book/show/4538.The_View_from_Saturday
"The Rise of Agnil (Agnil's Worlds, #1)",Susan Navas,https://www.goodreads.com/book/show/20319127-the-rise-of-agnil
